,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY,PROJ_CODE,PROJ_TITLE,CONFIDENTI,POINT_CONF,LATITUDE,LONGITUDE,WEB_LINK,EXTRACT_DA,MIN_TYPE
89,S0001707,Kambalda Group,Kambalda Gp,"Ni, Cu",Mine,Stope,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00551,Kambalda / BHP,Public,Public,-31.180241,121.649101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0001707,2021-07-28,
90,S0001804,Yarabrook Hill,Yarawindah Brook,"Ni, Cu, Co, Pd, Pt",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J00818,Yarawindah Brook,Public,Public,-31.090179,116.261597,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0001804,2021-07-28,
91,S0002016,Windarra Group,Windarra,"Ni, Cu",Mine,Shaft,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00612,Windarra / Poseidon,Public,Public,-28.486819,122.238466,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002016,2021-07-28,
92,S0002054,Nepean,Nepean,Ni,Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00974,Nepean,Public,Public,-31.164789,121.084198,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002054,2021-07-28,
93,S0002178,Lake Yindarlgooda,Lake Yindarlgooda,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01010,Lake Yindarlgooda Nickel,Public,Public,-30.761426,122.176695,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002178,2021-07-28,
94,S0002179,Golden Hind,Golden Hind,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00461,Avalon,Public,Public,-30.65591,121.826202,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002179,2021-07-28,
95,S0002180,Patch Dam,Patch Dam,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00461,Avalon,Public,Public,-30.68478,121.824799,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002180,2021-07-28,
96,S0002181,Pinta,Pinta,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00461,Avalon,Public,Public,-30.736222,121.80277,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002181,2021-07-28,
97,S0002182,Half Moon South,Half Moon S,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00461,Avalon,Public,Public,-30.77257,121.793602,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002182,2021-07-28,
98,S0002317,Kambalda Dome Group,Kambalda Dome Gp,"Ni, Cu",Mine,Stope,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00551,Kambalda / BHP,Public,Public,-31.180241,121.649101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002317,2021-07-28,
99,S0002318,St Ives-Tramways Group,St Ives-Tramways Gp,"Ni, Cu",Mine,Unspecified,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J04621,Foster / Jan,Public,Public,-31.34482,121.757797,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002318,2021-07-28,
100,S0002325,Wannaway North,Wannaway N,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.56389,121.5056,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002325,2021-07-28,
101,S0002326,Abattoirs,Abattoirs,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01055,Abattoirs - Penfolds,Public,Public,-31.023609,121.527802,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002326,2021-07-28,
102,S0002327,Acra,Acra,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02513,Acra - Kurnalpi Nickel,Public,Public,-30.534769,122.084999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002327,2021-07-28,
103,S0002328,Duplex Hill,Duplex Hill,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02439,Golden Ridge Nickel,Public,Public,-30.954241,121.757004,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002328,2021-07-28,
104,S0002329,Mt Newman Nickel,Mt Newman Ni,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04093,Bakers - Mt Clifford,Public,Public,-28.49011,121.085197,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002329,2021-07-28,
105,S0002330,Sir Tristram,Sir Tristram,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.70949,120.655502,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002330,2021-07-28,
106,S0002331,Woodline Well,Woodline Well,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00612,Windarra / Poseidon,Public,Public,-28.583019,122.127502,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002331,2021-07-28,
107,S0002332,Boanaernup,Boanaernup,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01061,Munglinup Nickel,Public,Public,-33.5779,120.976501,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002332,2021-07-28,
108,S0002333,RAV 1,RAV 1,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.58807,120.217903,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002333,2021-07-28,
109,S0002334,RAV 4 Sulphide,RAV 4,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.5751,120.220901,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002334,2021-07-28,
110,S0002526,Windarra South Underground,Windarra S UG,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00612,Windarra / Poseidon,Public,Public,-28.61256,122.241096,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002526,2021-07-28,
111,S0002527,Perseverance Openpit - Leinster,Perseverance Pit,"Ni, Cu",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.818119,120.705597,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002527,2021-07-28,
112,S0002612,RAV 8,RAV 8,"Ni, Co, Cu",Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J04949,RAV 8 - Phillips River,Public,Public,-33.604198,120.300598,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002612,2021-07-28,
113,S0002738,Rockys Reward Underground,Rockys Reward UG,"Ni, Cu",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.791439,120.697197,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002738,2021-07-28,
114,S0002811,Murrin Murrin 3 Group,Murrin Murrin 3 Gp,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.947189,121.786499,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002811,2021-07-28,
115,S0002825,Gellatly,Gellatly,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.167879,121.6437,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002825,2021-07-28,
116,S0002826,McMahon Deeps,McMahon,"Ni, Cu, Co",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.17276,121.640999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002826,2021-07-28,
117,S0002827,Ken,Ken,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.18454,121.6437,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002827,2021-07-28,
118,S0002828,Gordon,Gordon,"Ni, Cu",Mine,Unspecified,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00551,Kambalda / BHP,Public,Public,-31.166731,121.643501,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002828,2021-07-28,
119,S0002829,Loreto,Loreto,"Ni, Cu",Mine,Stope,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00551,Kambalda / BHP,Public,Public,-31.180241,121.649101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002829,2021-07-28,
120,S0002830,Durkin,Durkin,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.167589,121.662804,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002830,2021-07-28,
121,S0002879,Blair Underground - Area 57,Blair UG,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02439,Golden Ridge Nickel,Public,Public,-30.91061,121.716698,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002879,2021-07-28,
122,S0002888,Leinster Group,Leinster,"Ni, Cu, Gsp",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.818119,120.705597,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002888,2021-07-28,
123,S0002890,Eskimo Knoll,Eskimo Knoll,"Ni, V",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00656,Savannah Nickel,Public,Public,-17.31078,128.023499,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002890,2021-07-28,
124,S0002903,Redross Underground,Redross UG,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.683241,121.648903,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0002903,2021-07-28,
125,S0003069,Marriotts,Marriotts,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01304,Mt Clifford - Marriotts,Public,Public,-28.451361,120.9916,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003069,2021-07-28,
126,S0003070,Zone 29,Zone 29,Ni,Mine,Unspecified,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02715,Carnilya Hill,Public,Public,-31.04712,121.811289,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003070,2021-07-28,
127,S0003377,Mt Sholl B1,Mt Sholl B1,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J05741,Mt Sholl Nickel-Copper-PGE-Gold,Public,Public,-20.910299,116.900101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003377,2021-07-28,
128,S0003378,Mt Sholl A1,Mt Sholl A1,"Ni, Cu, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J05741,Mt Sholl Nickel-Copper-PGE-Gold,Public,Public,-20.914998,116.927078,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003378,2021-07-28,
129,S0003548,Mt Edwards Group,Mt Edwards,Ni,Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02592,Mt Edwards Nickel,Public,Public,-31.427071,121.529146,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003548,2021-07-28,
130,S0003549,Blair Group,Blair,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J02439,Golden Ridge Nickel,Public,Public,-30.91061,121.716698,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003549,2021-07-28,
131,S0003690,Leinster Openpits Group,Leinster Res Gp,"Ni, Cu",Mine,Openpit,Operating,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.791439,120.697197,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003690,2021-07-28,
132,S0003967,Miitel,Miitel,"Ni, Co, Cu",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.584683,121.645244,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003967,2021-07-28,
133,S0004074,Hannibals,Hannibals,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00541,Honeymoon Well,Public,Public,-26.92182,120.380699,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004074,2021-07-28,
134,S0004075,Corella,Corella,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00541,Honeymoon Well,Public,Public,-26.89176,120.383598,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004075,2021-07-28,
135,S0004076,Harrier,Harrier,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00541,Honeymoon Well,Public,Public,-26.943621,120.398003,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004076,2021-07-28,
136,S0004091,Wedgetail - Honeymoon Well,Wedgetail,Ni,Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J00541,Honeymoon Well,Public,Public,-26.88254,120.354202,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004091,2021-07-28,
137,S0004288,Beta Hunt Underground Nickel,Beta Hunt,"Ni, Cu",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J02719,Kambalda Nickel / RNC,Public,Public,-31.242554,121.689961,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004288,2021-07-28,
138,S0004289,Martin,Martin,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02900,Lanfranchi Tramways,Public,Public,-31.50498,121.836393,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004289,2021-07-28,
139,S0004290,Ham,Ham,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02900,Lanfranchi Tramways,Public,Public,-31.50481,121.832802,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004290,2021-07-28,
140,S0004369,Maggie Hays,Maggie Hays,"Ni, Co",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J01666,Lake Johnston / Poseidon,Public,Public,-32.23365,120.504402,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004369,2021-07-28,
141,S0004370,Coronet,Coronet,Ni,Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.17992,121.647301,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004370,2021-07-28,
142,S0004371,Rocky Well - Irwin Hills,Rocky Well,"Ni, Co, Pt, Pd",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.125713,122.999515,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004371,2021-07-28,
143,S0004643,Frost,Frost,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00477,Carr Boyd Nickel,Public,Public,-30.05838,121.639999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004643,2021-07-28,
144,S0004931,David,David,Ni,Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00756,Mt Keith / BHP Billiton,Public,Public,-27.44087,120.582802,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004931,2021-07-28,
145,S0004932,Serp Hill North,Serp Hill N,Ni,Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00756,Mt Keith / BHP Billiton,Public,Public,-27.45673,120.579498,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004932,2021-07-28,
146,S0004980,Spargoville 2 or 5B,Spargoville 2/5B,"Ni, Cu, Pt, Pd, Au, Ag",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00677,Spargoville Nickel,Public,Public,-31.36704,121.505321,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004980,2021-07-28,
147,S0004992,Diggers Rocks South Portal,Diggers Rocks South Portal,"Ni, Cu",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.717295,119.80873,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0004992,2021-07-28,
148,S0005015,Orc - Cawse Central,Orc,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.369413,121.146744,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005015,2021-07-28,
149,S0005016,Cawse Extended,Cawse Ext,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.302031,121.075897,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005016,2021-07-28,
150,S0005039,PAN 1/1,PAN 1/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.797979,121.910699,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005039,2021-07-28,
151,S0005040,Murrin North (PAN Production),Murrin North,"Ni, Co",Mine,Openpit,Operating,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.747169,121.8955,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005040,2021-07-28,
152,S0005041,Murrin Murrin 4 Group,Murrin Murrin 4 Gp,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.821739,121.848602,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005041,2021-07-28,
153,S0005042,PAS 5/2,PAS 5/2,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.962532,121.791533,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005042,2021-07-28,
154,S0005043,Murrin Murrin 6 Group,Murrin Murrin 6,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.97805,121.772102,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005043,2021-07-28,
155,S0005044,PAN 9/1,PAN 9/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.75947,121.8769,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005044,2021-07-28,
156,S0005045,PAN 8/1,PAN 8/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.807262,121.881946,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005045,2021-07-28,
157,S0005046,PAN 7/3,PAN 7/3,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.797243,121.892711,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005046,2021-07-28,
158,S0005088,Bow River Nickel-Copper,Bow R Ni,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01948,Bow River Ni-Cu / Jindalee,Public,Public,-16.868349,128.336105,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005088,2021-07-28,
159,S0005316,Eucalyptus Bore Resources Group,Eucalyptus Bore Group,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-29.247259,122.2164,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005316,2021-07-28,
160,S0005317,Cawse Group,Cawse Group,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.369413,121.146744,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005317,2021-07-28,
161,S0005319,Gripa,Gripa,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00461,Avalon,Public,Public,-30.68924,121.839996,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005319,2021-07-28,
162,S0005324,Helmut,Helmut,"Ni, Cu",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02900,Lanfranchi Tramways,Public,Public,-31.49951,121.861198,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005324,2021-07-28,
163,S0005330,Silver Swan - Golden Swan,Silver Swan,"Ni, Co",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00452,Silver Swan - Black Swan,Public,Public,-30.392178,121.639933,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005330,2021-07-28,
164,S0005424,Murrin Murrin Group,Murrin Murrin,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.801679,121.890682,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005424,2021-07-28,
165,S0005425,PAN 10/1,PAN 10/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.726049,121.878601,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005425,2021-07-28,
166,S0005584,Radio Hill,Radio Hill,"Ni, Cu, Pd, Co",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00763,Radio Hill Nickel,Public,Public,-20.985479,116.866849,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005584,2021-07-28,
167,S0005616,Dunlop,Dunlop,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02715,Carnilya Hill,Public,Public,-31.035758,121.805525,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005616,2021-07-28,
168,S0005631,Hale-Bopp,Hale-Bopp,"Ni, Co, FeOre, Al, Mg, Ca, Carb, Cu, Zn",Mine,Openpit,Operating,NICKEL,STEEL ALLOY METAL,J02145,Ravensthorpe - First Quantum,Public,Public,-33.666733,120.400034,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005631,2021-07-28,
169,S0005689,RAV 5,RAV 5,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.595402,120.241699,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005689,2021-07-28,
170,S0005757,Serp Hill South,Serp Hill S,Ni,Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00756,Mt Keith / BHP Billiton,Public,Public,-27.46199,120.581902,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005757,2021-07-28,
171,S0005899,Murrin Murrin East Group - Eucalyptus,Murrin Murrin E Gp,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.062515,122.188787,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005899,2021-07-28,
172,S0005908,Cullens,Cullens,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02198,Snake Hill,Public,Public,-29.221471,120.534501,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0005908,2021-07-28,
173,S0006400,Wiluna Nickel,Wiluna Nickel,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02213,Wilconi,Public,Public,-26.6383,120.21383,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0006400,2021-07-28,
174,S0006448,Emily Ann,Emily Ann,Ni,Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01666,Lake Johnston / Poseidon,Public,Public,-32.202863,120.49208,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0006448,2021-07-28,
175,S0006460,Murrin Murrin Hepi (Trial),Murrin Murrin Hepi,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-28.86331,121.792999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0006460,2021-07-28,
176,S0006461,Waite Kauri Nickel,Waite Kauri Ni,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-28.679871,121.715797,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0006461,2021-07-28,
177,S0006462,Mertondale Nickel,Mertondale Ni,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-28.689671,121.572098,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0006462,2021-07-28,
