SiteCode,StartDate,EndDate,Tonnage (Mt),Grade,GradeUnit,CommodityName,ContainedMetal,ContainedMetalUnit,CutOffGrade,TargetCommodityGroup,quantity(tonne),ppm
S0232048,29/09/2020,,0.004,0.98,gram/tonne,Silver,3.92,kilogram,,COPPER - LEAD - ZINC,0.00392,0.98
S0232048,29/09/2020,,0.194,6.46,gram/tonne,Silver,1253.24,kilogram,,COPPER - LEAD - ZINC,1.25324,6.46
S0232048,29/09/2020,,0.194,0.41,gram/tonne,Gold,79.54,kilogram,,COPPER - LEAD - ZINC,0.07954,0.41
S0232049,31/12/2019,,0.778,1.2,gram/tonne,Gold,933.6,kilogram,0.5,GOLD,0.9336,1.2
S0232049,31/12/2019,,5.872,1.4,gram/tonne,Gold,8220.8,kilogram,0.5,GOLD,8.220799999999999,1.4
S0232049,31/12/2019,,0.118,1.2,gram/tonne,Gold,141.6,kilogram,0.5,GOLD,0.1416,1.2
S0232049,31/12/2019,,0.695,1.1,gram/tonne,Gold,764.5,kilogram,0.5,GOLD,0.7645,1.1
S0232049,31/12/2019,,2.773,1.4,gram/tonne,Gold,3882.2,kilogram,0.5,GOLD,3.8821999999999997,1.4
S0232059,30/06/2016,29/06/2019,0.068196,1.61,gram/tonne,Gold,109.79556,kilogram,,GOLD,0.10979556,1.61
S0232059,30/06/2016,29/06/2019,0.279609,2.06,gram/tonne,Gold,575.99454,kilogram,,GOLD,0.57599454,2.06
S0232060,30/06/2016,29/06/2017,0.050467,1.26,gram/tonne,Gold,63.58842,kilogram,,GOLD,0.06358841999999999,1.26
S0232060,30/06/2016,29/06/2017,0.100553,1.37,gram/tonne,Gold,137.75761,kilogram,,GOLD,0.13775761,1.37
S0232066,30/06/2015,29/06/2019,0.116,1.6,gram/tonne,Gold,185.6,kilogram,0.5,GOLD,0.1856,1.6
S0232079,31/05/2020,,0.133,4.7,gram/tonne,Gold,625.1,kilogram,,GOLD,0.6251,4.7
S0232079,31/05/2020,,0.067,8.9,gram/tonne,Gold,596.3,kilogram,,GOLD,0.5962999999999999,8.9
S0232079,31/05/2020,,0.194,11.8,gram/tonne,Gold,2289.2,kilogram,,GOLD,2.2891999999999997,11.8
S0232079,31/05/2020,,0.359,6.2,gram/tonne,Gold,2225.8,kilogram,,GOLD,2.2258,6.2
S0232079,31/05/2020,,0.106,8.2,gram/tonne,Gold,869.2,kilogram,,GOLD,0.8692000000000001,8.2
S0232106,30/09/2014,20/05/2020,0.462,1.7,gram/tonne,Gold,785.4,kilogram,0.5,GOLD,0.7854,1.7
S0232106,30/09/2014,20/05/2020,0.456,1.8,gram/tonne,Gold,820.8,kilogram,0.5,GOLD,0.8208,1.8
S0232282,22/09/2020,,0.86,5.26,gram/tonne,Gold,4523.6,kilogram,,GOLD,4.5236,5.26
S0232283,30/09/2020,,0.279,1.7,gram/tonne,Gold,474.3,kilogram,0.5,GOLD,0.4743,1.7
S0232283,30/09/2020,,0.0003,0.8,gram/tonne,Gold,0.24,kilogram,0.5,GOLD,0.00023999999999999998,0.8
S0232283,30/09/2020,,0.107,1.7,gram/tonne,Gold,181.9,kilogram,0.5,GOLD,0.1819,1.7
S0232283,30/09/2020,,0.106,1.2,gram/tonne,Gold,127.2,kilogram,0.65,GOLD,0.1272,1.2
S0232283,30/09/2020,,0.22,1.7,gram/tonne,Gold,374.0,kilogram,0.65,GOLD,0.374,1.7
S0232341,25/01/2016,18/04/2016,0.8,3.1,gram/tonne,Gold,2480.0,kilogram,,GOLD,2.48,3.1
S0232341,25/01/2016,18/04/2016,1.6,3.5,gram/tonne,Gold,5600.0,kilogram,,GOLD,5.6,3.5
S0232453,30/06/2018,29/06/2019,7.1,2.3,gram/tonne,Gold,16330.0,kilogram,,GOLD,16.33,2.3
S0232453,30/06/2018,29/06/2019,1.1,2.7,gram/tonne,Gold,2970.0,kilogram,,GOLD,2.97,2.7
S0232453,30/06/2018,29/06/2019,3.5,2.7,gram/tonne,Gold,9450.0,kilogram,,GOLD,9.45,2.7
S0232461,30/06/2020,,0.33,3.0,gram/tonne,Gold,990.0,kilogram,,GOLD,0.99,3.0
S0232461,30/06/2020,,1.3,2.6,gram/tonne,Gold,3380.0,kilogram,,GOLD,3.38,2.6
S0232461,30/06/2020,,1.0,2.3,gram/tonne,Gold,2300.0,kilogram,,GOLD,2.3,2.3
S0232586,27/05/2021,,0.355,1.7,gram/tonne,Gold,603.5,kilogram,0.5,GOLD,0.6035,1.7
S0232586,27/05/2021,,1.695,1.5,gram/tonne,Gold,2542.5,kilogram,0.5,GOLD,2.5425,1.5
S0232653,03/08/2017,,3.3071,0.8,gram/tonne,Gold,2645.68,kilogram,0.5,GOLD,2.64568,0.8
S0232678,27/03/2020,,1.54,1.9,gram/tonne,Gold,2926.0,kilogram,0.75,GOLD,2.926,1.9
S0232678,27/03/2020,,1.7,2.1,gram/tonne,Gold,3570.0,kilogram,1.0,GOLD,3.57,2.1
S0232678,27/03/2020,,2.7,2.1,gram/tonne,Gold,5670.0,kilogram,1.0,GOLD,5.67,2.1
S0232716,23/04/2019,30/03/2021,0.7,0.9,gram/tonne,Gold,630.0,kilogram,,GOLD,0.63,0.9
S0232720,08/03/2021,,2.31,1.27,gram/tonne,Gold,2933.7,kilogram,0.5,GOLD,2.9337,1.27
S0232720,08/03/2021,,1.64,1.21,gram/tonne,Gold,1984.4,kilogram,0.5,GOLD,1.9844000000000002,1.21
S0232751,30/04/2020,,0.02,0.73,gram/tonne,Gold,14.6,kilogram,0.3,GOLD,0.0146,0.73
S0232751,30/04/2020,,0.15,0.69,gram/tonne,Gold,103.5,kilogram,0.3,GOLD,0.1035,0.69
S0232751,30/04/2020,,0.08,0.67,gram/tonne,Gold,53.6,kilogram,0.3,GOLD,0.0536,0.67
S0232751,30/04/2020,,0.001,0.39,gram/tonne,Gold,0.39,kilogram,0.3,GOLD,0.00039,0.39
S0232751,30/04/2020,,0.01,0.89,gram/tonne,Gold,8.9,kilogram,0.3,GOLD,0.0089,0.89
S0232751,30/04/2020,,0.07,0.64,gram/tonne,Gold,44.8,kilogram,0.3,GOLD,0.0448,0.64
S0232900,31/12/2019,,0.534,3.77,gram/tonne,Gold,2013.18,kilogram,,GOLD,2.01318,3.77
S0232900,31/12/2019,,0.033,1.68,gram/tonne,Gold,55.44,kilogram,,GOLD,0.055439999999999996,1.68
S0232900,31/12/2019,,0.661,2.57,gram/tonne,Gold,1698.77,kilogram,,GOLD,1.69877,2.57
S0232960,31/12/2015,30/12/2018,0.353,1.76,gram/tonne,Gold,621.28,kilogram,,GOLD,0.6212799999999999,1.76
S0233007,30/06/2016,29/09/2020,0.074956,2.23,gram/tonne,Gold,167.15188,kilogram,0.7,GOLD,0.16715188,2.23
S0233058,30/06/2016,29/06/2020,0.24,2.7,gram/tonne,Gold,648.0,kilogram,,GOLD,0.648,2.7
S0233058,30/06/2016,29/06/2020,0.24,58.0,gram/tonne,Silver,13920.0,kilogram,,GOLD,13.92,58.0
S0233058,30/06/2016,29/06/2020,0.004,4.0,gram/tonne,Gold,16.0,kilogram,,GOLD,0.016,4.0
S0233058,30/06/2016,29/06/2020,0.004,61.0,gram/tonne,Silver,244.0,kilogram,,GOLD,0.244,61.0
S0233058,30/06/2016,,0.24,2.6,gram/tonne,Gold,624.0,kilogram,,GOLD,0.624,2.6
S0233058,30/06/2016,,0.24,56.0,gram/tonne,Silver,13440.0,kilogram,,GOLD,13.44,56.0
S0233226,29/04/2021,,15.443,1.43,gram/tonne,Gold,22083.49,kilogram,0.5,GOLD,22.08349,1.43
S0233226,29/04/2021,,2.286,1.2,gram/tonne,Gold,2743.2,kilogram,0.5,GOLD,2.7432,1.2
S0233226,29/04/2021,,0.809,2.58,gram/tonne,Gold,2087.22,kilogram,1.0,GOLD,2.08722,2.58
S0233226,29/04/2021,,4.484,2.4,gram/tonne,Gold,10761.6,kilogram,1.0,GOLD,10.7616,2.4
S0233227,29/04/2021,,2.082,1.0,gram/tonne,Gold,2082.0,kilogram,0.5,GOLD,2.082,1.0
S0233256,30/04/2015,,0.1217,1.64,gram/tonne,Gold,199.588,kilogram,,GOLD,0.199588,1.64
S0233257,30/04/2015,24/07/2016,0.0291,1.08,gram/tonne,Gold,31.428,kilogram,,GOLD,0.031428,1.08
S0233258,30/04/2015,,0.1293,1.59,gram/tonne,Gold,205.587,kilogram,,GOLD,0.205587,1.59
S0233284,30/06/2020,,2.0,1.5,gram/tonne,Gold,3000.0,kilogram,,GOLD,3.0,1.5
S0233284,30/06/2020,,0.23,1.9,gram/tonne,Gold,437.0,kilogram,,GOLD,0.437,1.9
S0233298,30/06/2016,29/06/2020,0.44,72.0,gram/tonne,Silver,31680.0,kilogram,,GOLD,31.68,72.0
S0233298,30/06/2016,29/06/2020,0.44,3.4,gram/tonne,Gold,1496.0,kilogram,,GOLD,1.496,3.4
S0233298,30/06/2016,29/06/2020,0.44,3.4,gram/tonne,Gold,1496.0,kilogram,,GOLD,1.496,3.4
S0233298,30/06/2016,29/06/2020,0.44,72.0,gram/tonne,Silver,31680.0,kilogram,,GOLD,31.68,72.0
S0233298,30/06/2016,29/06/2020,0.01,1.5,gram/tonne,Gold,15.0,kilogram,,GOLD,0.015,1.5
S0233298,30/06/2016,29/06/2020,0.002,7.6,gram/tonne,Gold,15.2,kilogram,,GOLD,0.0152,7.6
S0233298,30/06/2016,29/06/2020,0.002,240.0,gram/tonne,Silver,480.0,kilogram,,GOLD,0.48,240.0
S0233449,30/06/2017,29/06/2018,0.007187,2.39,gram/tonne,Gold,17.17693,kilogram,0.7,GOLD,0.01717693,2.39
S0233450,30/06/2017,29/06/2018,0.03519,0.83,gram/tonne,Gold,29.2077,kilogram,0.7,GOLD,0.0292077,0.83
S0233450,30/06/2017,29/06/2018,0.00594,1.08,gram/tonne,Gold,6.4152,kilogram,0.7,GOLD,0.006415199999999999,1.08
S0233502,30/09/2020,,0.206,1.8,gram/tonne,Gold,370.8,kilogram,0.5,GOLD,0.3708,1.8
S0233701,31/12/2020,,0.0,0.7,gram/tonne,Gold,0.0,kilogram,0.0,GOLD,0.0,0.7
S0233701,31/12/2020,,8.0,0.8,gram/tonne,Gold,6400.0,kilogram,0.0,GOLD,6.4,0.8
S0233701,31/12/2020,,8.0,0.8,gram/tonne,Gold,6400.0,kilogram,0.0,GOLD,6.4,0.8
S0233709,14/12/2017,14/12/2017,0.147,8.06,gram/tonne,Gold,1184.82,kilogram,,GOLD,1.18482,8.06
S0233709,14/12/2017,14/12/2017,0.101,7.04,gram/tonne,Gold,711.04,kilogram,,GOLD,0.71104,7.04
S0233751,15/09/2020,,58.5,1.1,gram/tonne,Gold,64350.0,kilogram,0.39,GOLD,64.35,1.1
S0233754,09/09/2019,,0.024,0.0,gram/tonne,Gold,0.0,kilogram,1.0,GOLD,0.0,0.0
S0233754,09/09/2019,,1.1985,1.8,gram/tonne,Gold,2157.3,kilogram,1.0,GOLD,2.1573,1.8
S0233872,31/12/2015,30/12/2018,0.212,5.41,gram/tonne,Gold,1146.92,kilogram,,GOLD,1.1469200000000002,5.41
S0233872,31/12/2015,30/12/2018,0.233,4.55,gram/tonne,Gold,1060.15,kilogram,,GOLD,1.0601500000000001,4.55
S0233933,30/06/2020,,2.3,2.6,gram/tonne,Gold,5980.0,kilogram,,GOLD,5.98,2.6
S0233933,30/06/2020,,0.19,3.4,gram/tonne,Gold,646.0,kilogram,,GOLD,0.646,3.4
S0233935,03/12/2018,29/06/2019,0.4,1.4,gram/tonne,Gold,560.0,kilogram,0.1,GOLD,0.56,1.4
S0233945,26/05/2020,,0.13,3.8,gram/tonne,Gold,494.0,kilogram,2.7,GOLD,0.494,3.8
S0233966,30/06/2016,29/06/2019,0.00663,1.57,gram/tonne,Gold,10.4091,kilogram,0.7,GOLD,0.010409100000000001,1.57
S0233966,30/06/2016,29/06/2019,0.026674,2.05,gram/tonne,Gold,54.6817,kilogram,0.7,GOLD,0.0546817,2.05
S0233966,30/06/2016,29/06/2019,0.019596,2.18,gram/tonne,Gold,42.71928,kilogram,0.7,GOLD,0.04271928,2.18
S0234005,31/12/2019,,0.124,1.6,gram/tonne,Gold,198.4,kilogram,0.5,GOLD,0.1984,1.6
S0234005,31/12/2019,,0.074,2.0,gram/tonne,Gold,148.0,kilogram,0.5,GOLD,0.148,2.0
S0234005,31/12/2019,,0.108,1.4,gram/tonne,Gold,151.2,kilogram,0.5,GOLD,0.1512,1.4
S0234005,31/12/2019,,0.019,0.7,gram/tonne,Gold,13.3,kilogram,0.5,GOLD,0.013300000000000001,0.7
S0234005,31/12/2019,,0.014,0.9,gram/tonne,Gold,12.6,kilogram,0.5,GOLD,0.0126,0.9
S0234005,31/12/2019,,0.177,0.9,gram/tonne,Gold,159.3,kilogram,0.5,GOLD,0.15930000000000002,0.9
S0234021,09/04/2020,,0.233,2.8,gram/tonne,Gold,652.4,kilogram,0.5,GOLD,0.6524,2.8
S0234059,25/07/2016,,0.473,4.3,gram/tonne,Gold,2033.9,kilogram,,GOLD,2.0339,4.3
S0234130,19/07/2016,,0.47515,1.1,gram/tonne,Gold,522.665,kilogram,,GOLD,0.5226649999999999,1.1
S0234165,31/03/2021,,0.858,4.7,gram/tonne,Gold,4032.6,kilogram,,GOLD,4.0325999999999995,4.7
S0234165,31/03/2021,,0.057,4.4,gram/tonne,Gold,250.8,kilogram,,GOLD,0.2508,4.4
S0234194,01/07/2015,29/06/2019,1.24,1.5,gram/tonne,Gold,1860.0,kilogram,,GOLD,1.86,1.5
S0234207,14/03/2018,,1.9,1.55,gram/tonne,Gold,2945.0,kilogram,0.5,GOLD,2.945,1.55
S0234223,01/04/2017,27/02/2019,0.39,3.2,gram/tonne,Gold,1248.0,kilogram,,GOLD,1.248,3.2
S0234223,01/04/2017,27/02/2019,0.224,3.0,gram/tonne,Gold,672.0,kilogram,,GOLD,0.672,3.0
S0234229,01/02/2017,,1.238,1.69,gram/tonne,Gold,2092.22,kilogram,,GOLD,2.0922199999999997,1.69
S0234229,01/02/2017,,0.34,2.25,gram/tonne,Gold,765.0,kilogram,,GOLD,0.765,2.25
S0234331,30/09/2020,,0.451,2.4,gram/tonne,Gold,1082.4,kilogram,,GOLD,1.0824,2.4
S0234331,30/09/2020,,0.18,2.4,gram/tonne,Gold,432.0,kilogram,,GOLD,0.432,2.4
S0234331,30/09/2020,,8.816,2.8,gram/tonne,Gold,24684.8,kilogram,1.3,GOLD,24.6848,2.8
S0234331,30/09/2020,,2.553,2.5,gram/tonne,Gold,6382.5,kilogram,,GOLD,6.3825,2.5
S0234331,30/09/2020,,4.133,2.7,gram/tonne,Gold,11159.1,kilogram,1.3,GOLD,11.1591,2.7
S0234331,30/09/2020,,2.013,2.7,gram/tonne,Gold,5435.1,kilogram,1.3,GOLD,5.4351,2.7
S0234331,30/09/2020,,4.411,2.7,gram/tonne,Gold,11909.7,kilogram,1.3,GOLD,11.9097,2.7
S0234331,30/09/2020,,1.039,2.3,gram/tonne,Gold,2389.7,kilogram,1.3,GOLD,2.3897,2.3
S0234331,30/09/2020,,0.245,2.4,gram/tonne,Gold,588.0,kilogram,1.3,GOLD,0.588,2.4
S0234331,30/09/2020,,0.084,2.5,gram/tonne,Gold,210.0,kilogram,1.3,GOLD,0.21,2.5
S0234349,27/02/2020,,2.015,1.1,gram/tonne,Gold,2216.5,kilogram,0.5,GOLD,2.2165,1.1
S0234349,27/02/2020,,0.69,1.1,gram/tonne,Gold,759.0,kilogram,0.5,GOLD,0.759,1.1
S0234372,31/03/2021,,0.155,4.7,gram/tonne,Gold,728.5,kilogram,2.0,GOLD,0.7285,4.7
S0234372,31/03/2021,,1.944,4.0,gram/tonne,Gold,7776.0,kilogram,2.0,GOLD,7.776,4.0
S0234372,31/03/2021,,1.491,3.0,gram/tonne,Gold,4473.0,kilogram,2.0,GOLD,4.473,3.0
S0234373,31/03/2021,,0.067,4.2,gram/tonne,Gold,281.4,kilogram,2.0,GOLD,0.2814,4.2
S0234373,31/03/2021,,0.566,4.5,gram/tonne,Gold,2547.0,kilogram,2.0,GOLD,2.547,4.5
S0234373,31/03/2021,,0.896,3.9,gram/tonne,Gold,3494.4,kilogram,2.0,GOLD,3.4944,3.9
S0234380,30/06/2018,,0.0368,1.5,gram/tonne,Gold,55.2,kilogram,0.5,GOLD,0.055200000000000006,1.5
S0234380,30/06/2018,,0.06,1.5,gram/tonne,Gold,90.0,kilogram,,GOLD,0.09,1.5
S0234380,30/06/2018,,0.07,1.2,gram/tonne,Gold,84.0,kilogram,,GOLD,0.084,1.2
S0234466,31/12/2019,,0.588,5.42,gram/tonne,Gold,3186.96,kilogram,,GOLD,3.18696,5.42
S0234466,31/12/2019,,1.028,5.21,gram/tonne,Gold,5355.88,kilogram,,GOLD,5.35588,5.21
S0234466,31/12/2019,,2.802,5.74,gram/tonne,Gold,16083.48,kilogram,,GOLD,16.083479999999998,5.74
S0234466,31/12/2019,,3.729,7.2,gram/tonne,Gold,26848.8,kilogram,,GOLD,26.8488,7.2
S0234466,31/12/2019,,0.237,4.09,gram/tonne,Gold,969.33,kilogram,,GOLD,0.96933,4.09
S0234466,31/12/2019,,0.831,6.41,gram/tonne,Gold,5326.71,kilogram,,GOLD,5.32671,6.41
S0234466,31/12/2019,,1.697,4.91,gram/tonne,Gold,8332.27,kilogram,,GOLD,8.332270000000001,4.91
S0234466,31/12/2019,,1.065,4.27,gram/tonne,Gold,4547.55,kilogram,,GOLD,4.54755,4.27
S0234466,31/12/2019,,3.116,4.69,gram/tonne,Gold,14614.04,kilogram,,GOLD,14.614040000000001,4.69
S0234466,31/12/2019,,3.416,6.63,gram/tonne,Gold,22648.08,kilogram,,GOLD,22.64808,6.63
S0234466,31/12/2019,,0.553,4.61,gram/tonne,Gold,2549.33,kilogram,,GOLD,2.54933,4.61
S0234492,30/06/2015,29/06/2018,0.204396,1.34,gram/tonne,Gold,273.89064,kilogram,,GOLD,0.27389064,1.34
S0234493,30/06/2015,29/06/2018,0.34684,1.41,gram/tonne,Gold,489.0444,kilogram,,GOLD,0.4890444,1.41
S0234494,30/06/2015,30/06/2016,0.048847,2.78,gram/tonne,Gold,135.79466,kilogram,,GOLD,0.13579465999999998,2.78
S0234495,30/06/2016,29/06/2018,0.08,1.74,gram/tonne,Gold,139.2,kilogram,0.5,GOLD,0.1392,1.74
S0234495,30/06/2016,29/06/2018,0.082,1.42,gram/tonne,Gold,116.44,kilogram,0.5,GOLD,0.11644,1.42
S0234511,01/01/2018,,0.31,1.4,gram/tonne,Gold,434.0,kilogram,,GOLD,0.434,1.4
S0234511,01/01/2018,,0.05,1.5,gram/tonne,Gold,75.0,kilogram,,GOLD,0.075,1.5
S0234512,27/10/2016,,0.06,1.3,gram/tonne,Gold,78.0,kilogram,,GOLD,0.078,1.3
S0234512,27/10/2016,,0.3,1.2,gram/tonne,Gold,360.0,kilogram,,GOLD,0.36,1.2
S0234512,27/10/2016,31/12/2017,0.0926,1.2,gram/tonne,Gold,111.12,kilogram,0.54,GOLD,0.11112000000000001,1.2
S0234513,27/10/2016,,0.1158,1.2,gram/tonne,Gold,138.96,kilogram,0.56,GOLD,0.13896,1.2
S0234513,27/10/2016,,0.29,1.2,gram/tonne,Gold,348.0,kilogram,,GOLD,0.348,1.2
S0234513,27/10/2016,,0.09,1.0,gram/tonne,Gold,90.0,kilogram,,GOLD,0.09,1.0
S0234591,24/10/2018,,1.6,2.24,gram/tonne,Gold,3584.0,kilogram,1.0,GOLD,3.584,2.24
S0234591,24/10/2018,,0.32,1.68,gram/tonne,Gold,537.6,kilogram,1.0,GOLD,0.5376000000000001,1.68
S0234677,25/01/2017,27/09/2017,0.43,1.5,gram/tonne,Gold,645.0,kilogram,0.5,GOLD,0.645,1.5
S0234729,30/06/2018,,0.16,1.8,gram/tonne,Gold,288.0,kilogram,,GOLD,0.288,1.8
S0234729,30/06/2018,,0.1,1.4,gram/tonne,Gold,140.0,kilogram,,GOLD,0.14,1.4
S0234730,31/12/2016,,0.23,1.2,gram/tonne,Gold,276.0,kilogram,,GOLD,0.276,1.2
S0234730,31/12/2016,,0.11,1.1,gram/tonne,Gold,121.0,kilogram,,GOLD,0.121,1.1
S0234730,31/12/2016,,0.1024,1.3,gram/tonne,Gold,133.12,kilogram,,GOLD,0.13312000000000002,1.3
S0234769,21/10/2020,,0.496,1.2,gram/tonne,Gold,595.2,kilogram,0.5,GOLD,0.5952000000000001,1.2
S0234769,21/10/2020,,0.06,1.4,gram/tonne,Gold,84.0,kilogram,0.5,GOLD,0.084,1.4
S0234769,21/10/2020,,0.435,1.2,gram/tonne,Gold,522.0,kilogram,0.5,GOLD,0.522,1.2
S0234769,21/10/2020,,0.001,0.9,gram/tonne,Gold,0.9,kilogram,0.5,GOLD,0.0009,0.9
S0234769,21/10/2020,,0.067,0.9,gram/tonne,Gold,60.3,kilogram,0.5,GOLD,0.0603,0.9
S0234769,21/10/2020,,0.06,0.9,gram/tonne,Gold,54.0,kilogram,0.5,GOLD,0.054,0.9
S0234769,21/10/2020,,0.002,0.6,gram/tonne,Gold,1.2,kilogram,0.5,GOLD,0.0012,0.6
S0234769,21/10/2020,,0.004,0.6,gram/tonne,Gold,2.4,kilogram,0.5,GOLD,0.0024,0.6
S0234841,30/11/2016,,0.065,1.85,gram/tonne,Gold,120.25,kilogram,1.0,GOLD,0.12025,1.85
S0234854,02/06/2020,,0.0241,5.24,gram/tonne,Gold,126.284,kilogram,0.5,GOLD,0.126284,5.24
S0234854,02/06/2020,,0.0032,6.65,gram/tonne,Gold,21.28,kilogram,5.0,GOLD,0.02128,6.65
S0234869,31/12/2016,,0.21,1.5,gram/tonne,Gold,315.0,kilogram,,GOLD,0.315,1.5
S0234869,31/12/2016,,0.0225,2.3,gram/tonne,Gold,51.75,kilogram,0.7,GOLD,0.05175,2.3
S0234870,31/12/2017,,0.0455,3.6,gram/tonne,Gold,163.8,kilogram,0.66,GOLD,0.1638,3.6
S0234871,31/12/2016,,0.17,1.4,gram/tonne,Gold,238.0,kilogram,,GOLD,0.238,1.4
S0234871,31/12/2016,,0.5,1.4,gram/tonne,Gold,700.0,kilogram,,GOLD,0.7,1.4
S0234871,31/12/2016,,0.068,1.6,gram/tonne,Gold,108.8,kilogram,0.65,GOLD,0.1088,1.6
S0234872,01/01/2018,,0.13,1.4,gram/tonne,Gold,182.0,kilogram,,GOLD,0.182,1.4
S0234872,01/01/2018,,0.18,1.3,gram/tonne,Gold,234.0,kilogram,,GOLD,0.234,1.3
S0234872,01/01/2018,,0.0242,1.6,gram/tonne,Gold,38.72,kilogram,,GOLD,0.03872,1.6
S0234904,27/09/2018,,0.87,1.9,gram/tonne,Gold,1653.0,kilogram,,GOLD,1.653,1.9
S0234904,27/09/2018,,1.57,1.8,gram/tonne,Gold,2826.0,kilogram,,GOLD,2.826,1.8
S0234948,30/04/2020,,0.02,1.15,gram/tonne,Gold,23.0,kilogram,0.3,GOLD,0.023,1.15
S0234948,30/04/2020,,0.02,0.61,gram/tonne,Gold,12.2,kilogram,0.3,GOLD,0.012199999999999999,0.61
S0234948,30/04/2020,,0.32,1.0,gram/tonne,Gold,320.0,kilogram,0.3,GOLD,0.32,1.0
S0234948,30/04/2020,,0.002,0.79,gram/tonne,Gold,1.58,kilogram,0.3,GOLD,0.00158,0.79
S0234948,30/04/2020,,0.003,0.83,gram/tonne,Gold,2.49,kilogram,0.3,GOLD,0.00249,0.83
S0234948,30/04/2020,,0.05,0.86,gram/tonne,Gold,43.0,kilogram,0.3,GOLD,0.043,0.86
S0234989,26/11/2020,,0.6,1.35,gram/tonne,Gold,810.0,kilogram,0.4,GOLD,0.81,1.35
S0234989,26/11/2020,,0.2,1.21,gram/tonne,Gold,242.0,kilogram,0.4,GOLD,0.242,1.21
S0235001,30/06/2017,29/06/2020,0.018,2.6,gram/tonne,Gold,46.8,kilogram,,GOLD,0.046799999999999994,2.6
S0235004,30/06/2018,29/06/2020,0.29,1.6,gram/tonne,Gold,464.0,kilogram,0.7,GOLD,0.464,1.6
S0235004,30/06/2018,29/06/2020,0.12,1.0,gram/tonne,Gold,120.0,kilogram,0.7,GOLD,0.12,1.0
S0235004,30/06/2018,29/06/2020,0.09,2.4,gram/tonne,Gold,216.0,kilogram,0.7,GOLD,0.216,2.4
S0235008,06/05/2019,,0.117,5.31,gram/tonne,Gold,621.27,kilogram,1.0,GOLD,0.62127,5.31
S0235056,01/01/2018,,0.12,1.4,gram/tonne,Gold,168.0,kilogram,,GOLD,0.168,1.4
S0235113,23/03/2017,16/03/2020,0.21,2.1,gram/tonne,Gold,441.0,kilogram,,GOLD,0.441,2.1
S0235154,01/05/2017,29/06/2017,0.069,1.51,gram/tonne,Gold,104.19,kilogram,,GOLD,0.10418999999999999,1.51
S0235154,01/05/2017,29/06/2017,0.1434,1.13,gram/tonne,Gold,162.042,kilogram,,GOLD,0.162042,1.13
S0235714,01/10/2017,,0.12688,1.98,gram/tonne,Gold,251.2224,kilogram,,GOLD,0.2512224,1.98
S0235912,13/05/2019,,0.791,1.6,gram/tonne,Gold,1265.6,kilogram,0.5,GOLD,1.2655999999999998,1.6
S0235915,25/09/2018,,0.233,2.03,gram/tonne,Gold,472.99,kilogram,,GOLD,0.47299,2.03
S0235959,20/05/2020,,0.7,1.93,gram/tonne,Gold,1351.0,kilogram,0.5,GOLD,1.351,1.93
S0235959,20/05/2020,,0.572,1.97,gram/tonne,Gold,1126.84,kilogram,0.5,GOLD,1.1268399999999998,1.97
S0235977,01/09/2017,29/06/2018,0.239163,2.19,gram/tonne,Gold,523.76697,kilogram,,GOLD,0.52376697,2.19
S0235977,01/09/2017,29/06/2018,0.715887,1.79,gram/tonne,Gold,1281.43773,kilogram,,GOLD,1.2814377300000002,1.79
S0235977,01/09/2017,29/06/2018,0.430329,1.96,gram/tonne,Gold,843.44484,kilogram,,GOLD,0.84344484,1.96
S0236084,31/12/2019,,0.25,1.4,gram/tonne,Gold,350.0,kilogram,0.5,GOLD,0.35,1.4
S0236084,31/12/2019,,0.04,1.6,gram/tonne,Gold,64.0,kilogram,0.5,GOLD,0.064,1.6
S0236137,29/04/2021,,2.818,0.9,gram/tonne,Gold,2536.2,kilogram,0.5,GOLD,2.5362,0.9
S0236141,25/08/2017,,7.014346,1.392,gram/tonne,Gold,9763.969632,kilogram,,GOLD,9.763969632,1.392
S0236143,15/10/2017,01/06/2020,0.032,1.5,gram/tonne,Gold,48.0,kilogram,,GOLD,0.048,1.5
S0236168,03/07/2018,,0.153,3.5,gram/tonne,Gold,535.5,kilogram,,GOLD,0.5355,3.5
S0236172,23/11/2017,,0.0414,1.1,gram/tonne,Gold,45.54,kilogram,,GOLD,0.04554,1.1
S0236189,31/03/2021,,5.503,2.1,gram/tonne,Gold,11556.3,kilogram,,GOLD,11.556299999999998,2.1
S0236189,31/03/2021,,11.606,2.1,gram/tonne,Gold,24372.6,kilogram,,GOLD,24.3726,2.1
S0236189,31/03/2021,,2.381,2.4,gram/tonne,Gold,5714.4,kilogram,,GOLD,5.7143999999999995,2.4
S0236189,31/03/2021,,3.636,1.9,gram/tonne,Gold,6908.4,kilogram,,GOLD,6.908399999999999,1.9
S0236189,31/03/2021,,7.983,1.9,gram/tonne,Gold,15167.7,kilogram,,GOLD,15.1677,1.9
S0236206,01/01/2018,,0.41,5.6,gram/tonne,Gold,2296.0,kilogram,,GOLD,2.296,5.6
S0236206,01/01/2018,,0.22,3.5,gram/tonne,Gold,770.0,kilogram,,GOLD,0.77,3.5
S0236248,02/06/2020,,0.0549,3.75,gram/tonne,Gold,205.875,kilogram,0.5,GOLD,0.205875,3.75
S0236248,02/06/2020,,0.0041,6.63,gram/tonne,Gold,27.183,kilogram,5.0,GOLD,0.027183,6.63
