SiteCode,StartDate,EndDate,Tonnage (Mt),Grade,GradeUnit,CommodityName,ContainedMetal,ContainedMetalUnit,CutOffGrade,TargetCommodityGroup,quantity(tonne),ppm
S0006633,01/01/2001,30/06/2004,3.9,1.04,percent,Nickel,40.56,kilotonne,0.75,NICKEL,40560.0,10400.0
S0006633,01/01/2001,30/06/2004,8.1,0.07,percent,Cobalt,5670.0,tonnes,,NICKEL,5670.0,700.0
S0006633,01/01/2001,30/06/2004,8.1,1.17,percent,Nickel,94.77,kilotonne,0.75,NICKEL,94770.0,11700.0
S0006633,01/01/2001,30/06/2004,1.4,0.1,percent,Cobalt,1400.0,tonnes,,NICKEL,1400.0,1000.0
S0006633,01/01/2001,30/06/2004,1.4,1.23,percent,Nickel,17.22,kilotonne,0.75,NICKEL,17220.0,12300.0
S0006633,01/01/2001,30/06/2004,9.8,0.07,percent,Cobalt,6860.0,tonnes,,NICKEL,6860.0,700.0
S0006633,01/01/2001,30/06/2004,9.8,1.04,percent,Nickel,101.92,kilotonne,0.75,NICKEL,101920.0,10400.0
S0006633,01/01/2001,30/06/2004,5.0,0.09,percent,Cobalt,4500.0,tonnes,,NICKEL,4500.0,900.0
S0006633,01/01/2001,30/06/2004,5.0,0.96,percent,Nickel,48.0,kilotonne,0.75,NICKEL,48000.0,9600.0
S0006634,01/01/2001,30/06/2004,1.3,0.85,percent,Nickel,11.05,kilotonne,0.75,NICKEL,11050.0,8500.0
S0006634,01/01/2001,30/06/2004,1.3,0.08,percent,Cobalt,1040.0,tonnes,,NICKEL,1040.0,800.0
S0006635,01/01/2001,30/06/2004,1.4,0.05,percent,Cobalt,700.0,tonnes,,NICKEL,700.0,500.0
S0006635,01/01/2001,30/06/2004,1.4,0.87,percent,Nickel,12.18,kilotonne,0.75,NICKEL,12180.0,8700.0
S0006636,27/10/2016,,75.0,0.73,percent,Nickel,547.5,kilotonne,0.5,NICKEL,547500.0,7300.0
S0006636,27/10/2016,,75.0,0.044,percent,Cobalt,33000.0,tonnes,,NICKEL,33000.0,440.0
S0006637,30/09/1997,,19.8,22.0,percent,Montmorillonite,4356.0,kilotonne,,CLAYS,4356000.0,220000.0
S0006640,21/09/2015,04/07/2016,4.43,1.46,percent,Lithium oxide,64678.0,tonnes,,TIN - TANTALUM - LITHIUM,64678.0,14600.0
S0006640,21/09/2015,04/07/2016,4.43,1.32,percent,Iron - ferric oxide,58.476,kilotonne,,TIN - TANTALUM - LITHIUM,58476.0,13200.0
S0006640,21/09/2015,04/07/2016,2.16,1.34,percent,Lithium oxide,28944.0,tonnes,0.3,TIN - TANTALUM - LITHIUM,28944.0,13400.0
S0006640,21/09/2015,04/07/2016,2.16,1.59,percent,Iron - ferric oxide,34.344,kilotonne,,TIN - TANTALUM - LITHIUM,34344.0,15900.0
S0006646,18/06/1997,28/05/2007,10.88,100.0,percent,Heavy minerals,10880.0,kilotonne,2.0,HEAVY MINERAL SANDS,10880000.0,1000000.0
S0006647,18/06/1997,28/05/2007,8.83,100.0,percent,Heavy minerals,8830.0,kilotonne,2.0,HEAVY MINERAL SANDS,8830000.0,1000000.0
S0006648,01/06/1997,,1.764,14.37,percent,Garnet,253.4868,kilotonne,,HEAVY MINERAL SANDS,253486.8,143700.0
S0006674,20/01/1998,,21.0,100.0,percent,Kaolin,21000.0,kilotonne,,CLAYS,21000000.0,1000000.0
S0006675,01/10/1998,,15.1,100.0,percent,Kaolin,15100.0,kilotonne,,CLAYS,15100000.0,1000000.0
S0006681,01/12/1977,,5.9,100.0,percent,Kaolin,5900.0,kilotonne,,CLAYS,5900000.0,1000000.0
S0006685,31/12/2012,,63.1,4.6,percent,Magnesium,2902.6,kilotonne,,NICKEL,2902600.0,46000.0
S0006685,31/12/2012,,63.1,10.5,percent,Carbonate,6625500.0,tonnes,,NICKEL,6625500.0,105000.0
S0006685,31/12/2012,,63.1,0.03,percent,Cobalt,18930.0,tonnes,,NICKEL,18930.0,300.0
S0006685,31/12/2012,,63.1,1.2,percent,Calcium,757.2,kilotonne,,NICKEL,757200.0,12000.0
S0006685,31/12/2012,,63.1,1.9,percent,Aluminium,1.1989,million tonnes,,NICKEL,1198900.0,19000.0
S0006685,31/12/2012,,63.1,0.009,percent,Zinc,5.679,kilotonne,,NICKEL,5679.0,90.0
S0006685,31/12/2012,,63.1,13.9,percent,Iron,8.7709,million tonnes,,NICKEL,8770900.0,139000.0
S0006685,31/12/2012,,63.1,0.003,percent,Copper,1.893,kilotonne,,NICKEL,1893.0,30.0
S0006685,31/12/2012,,63.1,0.62,percent,Nickel,391.22,kilotonne,0.3,NICKEL,391220.0,6200.0
S0006685,31/12/2012,,113.8,1.4,percent,Aluminium,1.5932,million tonnes,,NICKEL,1593200.0,14000.0
S0006685,31/12/2012,,113.8,0.008,percent,Zinc,9.104,kilotonne,,NICKEL,9104.0,80.0
S0006685,31/12/2012,,113.8,11.3,percent,Iron,12.8594,million tonnes,,NICKEL,12859400.0,113000.0
S0006685,31/12/2012,,113.8,0.004,percent,Copper,4.552,kilotonne,,NICKEL,4552.0,40.0
S0006685,31/12/2012,,113.8,5.3,percent,Magnesium,6031.4,kilotonne,,NICKEL,6031400.0,53000.0
S0006685,31/12/2012,,113.8,13.1,percent,Carbonate,14907800.0,tonnes,,NICKEL,14907800.0,131000.0
S0006685,31/12/2012,,113.8,0.57,percent,Nickel,648.66,kilotonne,0.3,NICKEL,648660.0,5700.0
S0006685,31/12/2012,,113.8,0.03,percent,Cobalt,34140.0,tonnes,,NICKEL,34140.0,300.0
S0006685,31/12/2012,,113.8,1.6,percent,Calcium,1820.8,kilotonne,,NICKEL,1820800.0,16000.0
S0006685,31/12/2012,,15.0,1.5,percent,Aluminium,0.225,million tonnes,,NICKEL,225000.0,15000.0
S0006685,31/12/2012,,15.0,0.006,percent,Zinc,0.9,kilotonne,,NICKEL,900.0,60.0
S0006685,31/12/2012,,15.0,0.002,percent,Copper,0.3,kilotonne,,NICKEL,300.0,20.0
S0006685,31/12/2012,,15.0,7.8,percent,Iron,1.17,million tonnes,,NICKEL,1170000.0,78000.0
S0006685,31/12/2012,,15.0,11.0,percent,Carbonate,1650000.0,tonnes,,NICKEL,1650000.0,110000.0
S0006685,31/12/2012,,15.0,11.3,percent,Magnesium,1695.0,kilotonne,,NICKEL,1695000.0,113000.0
S0006685,31/12/2012,,15.0,0.44,percent,Nickel,66.0,kilotonne,0.3,NICKEL,66000.0,4400.0
S0006685,31/12/2012,,15.0,0.02,percent,Cobalt,3000.0,tonnes,,NICKEL,3000.0,200.0
S0006685,31/12/2012,,15.0,1.7,percent,Calcium,255.0,kilotonne,,NICKEL,255000.0,17000.0
S0006699,18/10/2013,,26.8,0.77,percent,Nickel,206.36,kilotonne,0.5,NICKEL,206360.0,7700.0
S0006699,18/10/2013,,26.8,0.058,percent,Cobalt,15544.0,tonnes,,NICKEL,15544.0,580.0
S0006702,31/12/2000,23/10/2007,2.8,0.048,percent,Cobalt,1344.0,tonnes,,NICKEL,1344.0,480.0
S0006702,31/12/2000,23/10/2007,2.8,1.11,percent,Nickel,31.08,kilotonne,0.75,NICKEL,31080.0,11100.0
S0006703,01/01/2001,30/06/2004,11.6,1.15,percent,Nickel,133.4,kilotonne,0.75,NICKEL,133400.0,11500.0
S0006703,01/01/2001,30/06/2004,11.6,0.08,percent,Cobalt,9280.0,tonnes,,NICKEL,9280.0,800.0
S0006704,01/01/2001,30/06/2004,2.1,0.03,percent,Cobalt,630.0,tonnes,,NICKEL,630.0,300.0
S0006704,01/01/2001,30/06/2004,2.1,1.03,percent,Nickel,21.63,kilotonne,0.75,NICKEL,21630.0,10300.0
S0006710,29/11/2013,,0.812348,3.1,percent,Lead,25.182788,kilotonne,,ANTIMONY,25182.787999999997,30999.999999999996
S0006710,29/11/2013,,0.812348,2.0,percent,Antimony,16246.96,tonnes,1.0,ANTIMONY,16246.96,20000.0
S0006710,29/11/2013,,0.5,1.3,percent,Antimony,6500.0,tonnes,1.0,ANTIMONY,6500.0,13000.0
S0006710,29/11/2013,,0.5,1.5,percent,Lead,7.5,kilotonne,,ANTIMONY,7500.0,15000.0
S0006752,28/06/1999,22/06/2006,60.0,1.05,percent,Vanadium pentoxide,630.0,kilotonne,,VANADIUM - TITANIUM,630000.0,10500.0
S0006752,28/06/1999,22/06/2006,40.0,0.6,percent,Vanadium pentoxide,240.0,kilotonne,,VANADIUM - TITANIUM,240000.0,6000.0
S0006753,31/12/2006,30/12/2007,1.86,0.81,percent,Nickel,15.066,kilotonne,0.3,NICKEL,15066.0,8100.0
S0006753,31/12/2006,30/12/2007,7.98,0.86,percent,Nickel,68.628,kilotonne,0.4,NICKEL,68628.0,8600.0
S0006753,31/12/2006,30/12/2007,1.76,1.08,percent,Nickel,19.008,kilotonne,,NICKEL,19008.0,10800.0
S0006753,31/12/2006,30/12/2007,1.89,0.74,percent,Nickel,13.986,kilotonne,,NICKEL,13986.0,7400.0
S0006753,31/12/2006,30/12/2007,6.62,0.78,percent,Nickel,51.636,kilotonne,,NICKEL,51636.0,7800.0
S0006755,19/09/2008,10/11/2008,102.0,45.0,percent,Iron,45.9,million tonnes,,VANADIUM - TITANIUM,45900000.0,450000.0
S0006755,19/09/2008,10/11/2008,102.0,0.64,percent,Vanadium pentoxide,652.8,kilotonne,,VANADIUM - TITANIUM,652800.0,6400.0
S0006755,19/09/2008,10/11/2008,53.0,45.0,percent,Iron,23.85,million tonnes,,VANADIUM - TITANIUM,23850000.0,450000.0
S0006755,19/09/2008,10/11/2008,53.0,0.65,percent,Vanadium pentoxide,344.5,kilotonne,,VANADIUM - TITANIUM,344500.0,6500.0
S0006758,27/07/2011,,0.9443,100.0,percent,Heavy minerals,944.3,kilotonne,,HEAVY MINERAL SANDS,944300.0,1000000.0
S0006758,27/07/2011,,0.9443,9.0,percent,Zircon,84.987,kilotonne,,HEAVY MINERAL SANDS,84987.0,90000.0
S0006758,27/07/2011,,0.9443,88.0,percent,Ilmenite,830.984,kilotonne,,HEAVY MINERAL SANDS,830984.0,880000.0
S0006759,28/07/2011,,0.3672,100.0,percent,Heavy minerals,367.2,kilotonne,,HEAVY MINERAL SANDS,367200.0,1000000.0
S0006759,28/07/2011,,0.3672,12.0,percent,Zircon,44.064,kilotonne,,HEAVY MINERAL SANDS,44064.0,120000.0
S0006759,28/07/2011,,0.3672,87.0,percent,Ilmenite,319.464,kilotonne,,HEAVY MINERAL SANDS,319464.0,870000.0
S0006760,31/10/2005,,0.353,18.0,percent,Slimes,0.06354,million tonnes,,HEAVY MINERAL SANDS,63540.0,180000.0
S0006760,31/10/2005,,0.353,12.0,percent,Zircon,42.36,kilotonne,,HEAVY MINERAL SANDS,42360.0,120000.0
S0006760,31/10/2005,,0.353,84.0,percent,Ilmenite,296.52,kilotonne,,HEAVY MINERAL SANDS,296520.0,840000.0
S0006760,31/10/2005,,0.353,3.0,percent,Leucoxene,10.59,kilotonne,,HEAVY MINERAL SANDS,10590.0,30000.0
S0006760,31/10/2005,,0.353,100.0,percent,Heavy minerals,353.0,kilotonne,3.0,HEAVY MINERAL SANDS,353000.0,1000000.0
S0015780,29/07/2009,29/07/2009,0.128,0.49,percent,Copper,0.6272,kilotonne,,GOLD,627.1999999999999,4899.999999999999
S0015780,29/07/2009,29/07/2009,0.203,0.44,percent,Copper,0.8932,kilotonne,,GOLD,893.2,4400.0
S0016648,24/03/2011,,0.35,5.1,percent,Zinc,17.85,kilotonne,,COPPER - LEAD - ZINC,17850.0,51000.0
S0016648,24/03/2011,,0.35,4.2,percent,Lead,14.7,kilotonne,,COPPER - LEAD - ZINC,14700.0,42000.0
S0016648,24/03/2011,,4.05,3.3,percent,Zinc,133.65,kilotonne,,COPPER - LEAD - ZINC,133650.0,33000.0
S0016648,24/03/2011,,4.05,4.6,percent,Lead,186.3,kilotonne,,COPPER - LEAD - ZINC,186300.0,46000.0
S0016655,20/05/2009,,0.001,2.6,percent,Zinc,0.026,kilotonne,,COPPER - LEAD - ZINC,26.0,26000.0
S0016655,20/05/2009,,0.001,18.2,percent,Lead,0.182,kilotonne,,COPPER - LEAD - ZINC,182.0,182000.0
S0016655,20/05/2009,,0.261,6.6,percent,Lead,17.226,kilotonne,,COPPER - LEAD - ZINC,17226.0,66000.0
S0016655,20/05/2009,,0.261,6.9,percent,Zinc,18.009,kilotonne,,COPPER - LEAD - ZINC,18009.0,69000.0
S0016655,20/05/2009,,0.357,11.2,percent,Lead,39.984,kilotonne,,COPPER - LEAD - ZINC,39984.0,112000.0
S0016655,20/05/2009,,0.357,8.0,percent,Zinc,28.56,kilotonne,,COPPER - LEAD - ZINC,28560.0,80000.0
S0016656,30/06/2003,20/04/2005,0.023,2.9,percent,Lead,0.667,kilotonne,,COPPER - LEAD - ZINC,667.0,29000.0
S0016656,30/06/2003,20/04/2005,0.023,7.0,percent,Zinc,1.61,kilotonne,,COPPER - LEAD - ZINC,1610.0,70000.0
S0016656,30/06/2003,04/05/2005,0.868,5.5,percent,Lead,47.74,kilotonne,,COPPER - LEAD - ZINC,47740.0,55000.0
S0016656,30/06/2003,04/05/2005,0.868,8.6,percent,Zinc,74.648,kilotonne,,COPPER - LEAD - ZINC,74648.0,86000.0
S0016656,30/06/2003,13/11/2003,0.428,4.3,percent,Lead,18.404,kilotonne,,COPPER - LEAD - ZINC,18404.0,43000.0
S0016656,30/06/2003,13/11/2003,0.428,8.5,percent,Zinc,36.38,kilotonne,,COPPER - LEAD - ZINC,36380.0,85000.0
S0016656,30/06/2003,13/11/2003,0.004,7.9,percent,Lead,0.316,kilotonne,,COPPER - LEAD - ZINC,316.0,79000.0
S0016656,30/06/2003,13/11/2003,0.004,8.0,percent,Zinc,0.32,kilotonne,,COPPER - LEAD - ZINC,320.0,80000.0
S0016656,30/06/2003,04/05/2005,0.001,2.6,percent,Zinc,0.026,kilotonne,,COPPER - LEAD - ZINC,26.0,26000.0
S0016656,30/06/2003,04/05/2005,0.001,18.2,percent,Lead,0.182,kilotonne,,COPPER - LEAD - ZINC,182.0,182000.0
S0016656,30/06/2003,04/05/2005,0.261,6.6,percent,Lead,17.226,kilotonne,,COPPER - LEAD - ZINC,17226.0,66000.0
S0016656,30/06/2003,04/05/2005,0.261,6.9,percent,Zinc,18.009,kilotonne,,COPPER - LEAD - ZINC,18009.0,69000.0
S0016656,30/06/2003,04/05/2005,0.357,9.3,percent,Lead,33.201,kilotonne,,COPPER - LEAD - ZINC,33201.0,93000.0
S0016656,30/06/2003,04/05/2005,0.357,7.6,percent,Zinc,27.132,kilotonne,,COPPER - LEAD - ZINC,27132.0,76000.0
S0016656,30/06/2003,13/11/2003,0.16,6.0,percent,Zinc,9.6,kilotonne,,COPPER - LEAD - ZINC,9600.0,60000.0
S0016656,30/06/2003,13/11/2003,0.16,5.2,percent,Lead,8.32,kilotonne,,COPPER - LEAD - ZINC,8320.0,52000.0
S0016658,31/12/1997,,0.478,0.9,percent,Nickel,4.302,kilotonne,,NICKEL,4302.0,9000.0
S0016659,31/03/2015,,2.85,0.75,percent,Copper,21.375,kilotonne,0.5,COPPER - LEAD - ZINC,21375.0,7500.0
S0016659,31/03/2015,,0.46,0.66,percent,Copper,3.036,kilotonne,0.5,COPPER - LEAD - ZINC,3036.0,6600.0
S0016697,19/07/2011,,0.093,2.92,percent,Copper,2.7156,kilotonne,,COPPER - LEAD - ZINC,2715.6,29200.0
S0016701,02/08/2018,,8.8,0.063,percent,Cobalt,5544.0,tonnes,,NICKEL,5544.0,630.0
S0016701,02/08/2018,,8.8,1.11,percent,Nickel,97.68,kilotonne,0.8,NICKEL,97680.0,11100.0
S0016701,02/08/2018,,12.7,1.09,percent,Nickel,138.43,kilotonne,0.8,NICKEL,138430.0,10900.0
S0016701,02/08/2018,,12.7,0.079,percent,Cobalt,10033.0,tonnes,,NICKEL,10033.0,790.0
S0016701,02/08/2018,,4.5,0.98,percent,Nickel,44.1,kilotonne,0.8,NICKEL,44100.0,9800.0
S0016701,02/08/2018,,4.5,0.051,percent,Cobalt,2295.0,tonnes,,NICKEL,2295.0,510.0
S0016701,02/08/2018,,27.9,0.96,percent,Nickel,267.84,kilotonne,0.5,NICKEL,267840.0,9600.0
S0016701,02/08/2018,,27.9,0.06,percent,Cobalt,16740.0,tonnes,,NICKEL,16740.0,600.0
S0016705,31/12/2020,,141.0,63.9,percent,Iron,90.099,million tonnes,,IRON ORE,90099000.0,639000.0
S0016705,31/12/2020,,21.0,57.9,percent,Iron,12.159,million tonnes,,IRON ORE,12159000.0,579000.0
S0016709,23/10/2017,,53.3,0.04,percent,Cobalt,21320.0,tonnes,,NICKEL,21320.0,400.0
S0016709,23/10/2017,,53.3,0.66,percent,Nickel,351.78,kilotonne,0.5,NICKEL,351780.0,6600.0
S0016710,24/09/2013,,4.338,0.97,percent,Nickel,42.0786,kilotonne,0.8,NICKEL,42078.6,9700.0
S0016710,24/09/2013,,4.338,3.5,percent,Aluminium,0.15183,million tonnes,,NICKEL,151830.0,35000.0
S0016710,24/09/2013,,4.338,21.1,percent,Iron,0.915318,million tonnes,,NICKEL,915318.0,211000.0
S0016710,24/09/2013,,4.338,6.8,percent,Magnesium,294.984,kilotonne,,NICKEL,294984.0,68000.0
S0016710,24/09/2013,,4.338,0.084,percent,Cobalt,3643.92,tonnes,,NICKEL,3643.92,840.0
S0016713,06/01/2017,,6.0,0.15,percent,Cobalt,9000.0,tonnes,0.08,NICKEL,9000.0,1500.0
S0016713,06/01/2017,,6.0,0.9,percent,Nickel,54.0,kilotonne,,NICKEL,54000.0,9000.0
S0016715,15/02/2021,,29.0,0.6,percent,Nickel,174.0,kilotonne,0.5,NICKEL,174000.0,6000.0
S0016715,15/02/2021,,29.0,0.025,percent,Cobalt,7250.0,tonnes,,NICKEL,7250.0,250.0
S0016715,15/02/2021,,40.0,0.65,percent,Nickel,260.0,kilotonne,0.5,NICKEL,260000.0,6500.0
S0016715,15/02/2021,,40.0,0.037,percent,Cobalt,14800.0,tonnes,,NICKEL,14800.0,370.0
S0016719,31/03/2001,,5.39,0.084,percent,Cobalt,4527.6,tonnes,,NICKEL,4527.6,840.0
S0016719,31/03/2001,,5.39,5.59,percent,Magnesium,301.301,kilotonne,,NICKEL,301301.0,55900.0
S0016719,31/03/2001,,5.39,0.963,percent,Nickel,51.9057,kilotonne,0.8,NICKEL,51905.700000000004,9630.000000000002
S0016719,31/03/2001,,5.39,21.1,percent,Iron,1.13729,million tonnes,,NICKEL,1137290.0,211000.0
S0016719,31/03/2001,,5.39,3.36,percent,Aluminium,0.181104,million tonnes,,NICKEL,181104.0,33600.0
S0016725,16/06/2021,,70.6,0.7,percent,Nickel,494.2,kilotonne,0.5,NICKEL,494200.0,7000.0
S0016725,16/06/2021,,70.6,0.038,percent,Cobalt,26828.0,tonnes,,NICKEL,26828.0,380.0
S0016725,16/06/2021,,21.1,0.67,percent,Nickel,141.37,kilotonne,0.5,NICKEL,141370.0,6700.0
S0016725,16/06/2021,,21.1,0.04,percent,Cobalt,8440.0,tonnes,,NICKEL,8440.0,400.0
S0016732,07/06/2004,11/10/2004,0.6,1.7,percent,Nickel,10.2,kilotonne,,NICKEL,10200.0,17000.0
S0017008,31/03/2018,,18.3,1.3,percent,Lithium oxide,237900.0,tonnes,,TIN - TANTALUM - LITHIUM,237900.0,13000.0
S0017008,31/03/2018,,10.1,1.4,percent,Lithium oxide,141400.0,tonnes,,TIN - TANTALUM - LITHIUM,141400.0,14000.0
S0017030,17/02/2017,30/04/2018,0.14,0.45,percent,Lithium oxide,630.0,tonnes,,TIN - TANTALUM - LITHIUM,630.0,4500.0
S0017031,17/02/2017,30/04/2018,2.1,0.36,percent,Lithium oxide,7560.0,tonnes,,TIN - TANTALUM - LITHIUM,7560.0,3600.0
S0017125,30/06/2011,,47.3,0.66,percent,Nickel,312.18,kilotonne,0.5,NICKEL,312180.0,6600.0
S0017125,30/06/2011,,47.3,0.042,percent,Cobalt,19866.0,tonnes,,NICKEL,19866.0,420.0
S0017157,11/10/1999,01/11/1999,11.71,0.083,percent,Cobalt,9719.3,tonnes,,NICKEL,9719.3,830.0
S0017157,11/10/1999,01/11/1999,11.71,0.99,percent,Nickel,115.929,kilotonne,0.75,NICKEL,115929.0,9900.0
S0017157,11/10/1999,01/11/1999,22.69,0.058,percent,Cobalt,13160.2,tonnes,,NICKEL,13160.2,580.0
S0017157,11/10/1999,01/11/1999,22.69,0.8,percent,Nickel,181.52,kilotonne,0.5,NICKEL,181520.0,8000.0
S0017429,01/01/1958,,0.007,81.0,percent,Gypsum,5.67,kilotonne,,GYPSUM,5670.0,810000.0
S0017451,01/01/1958,20/05/2009,0.024,70.0,percent,Gypsum,16.8,kilotonne,,GYPSUM,16800.0,700000.0
S0017490,18/03/2019,,31.548,21.21,percent,Iron,6.691331,million tonnes,,VANADIUM - TITANIUM,6691331.0,212100.0063395461
S0017490,18/03/2019,,31.548,16.5,percent,Alumina,5.20542,million tonnes,,VANADIUM - TITANIUM,5205420.0,165000.0
S0017490,18/03/2019,,31.548,0.33,percent,Vanadium pentoxide,104.1084,kilotonne,0.1,VANADIUM - TITANIUM,104108.40000000001,3300.0000000000005
S0017490,18/03/2019,,31.548,33.07,percent,Silica,10432.9236,kilotonne,,VANADIUM - TITANIUM,10432923.6,330700.0
S0017490,18/03/2019,,31.548,5.87,percent,Titanium dioxide,1.851868,million tonnes,,VANADIUM - TITANIUM,1851868.0,58700.01267909218
S0017490,18/03/2019,,54.365,6.28,percent,Titanium dioxide,3.4141220000000003,million tonnes,,VANADIUM - TITANIUM,3414122.0000000005,62800.00000000001
S0017490,18/03/2019,,54.365,21.3,percent,Iron,11.579745,million tonnes,,VANADIUM - TITANIUM,11579745.0,213000.0
S0017490,18/03/2019,,54.365,17.33,percent,Alumina,9.4214545,million tonnes,,VANADIUM - TITANIUM,9421454.5,173300.0
S0017490,18/03/2019,,54.365,0.33,percent,Vanadium pentoxide,179.4045,kilotonne,0.1,VANADIUM - TITANIUM,179404.5,3300.0
S0017490,18/03/2019,,54.365,32.82,percent,Silica,17842.593,kilotonne,,VANADIUM - TITANIUM,17842593.0,328200.0
S0017490,18/03/2019,,48.82,15.99,percent,Alumina,7.806318,million tonnes,,VANADIUM - TITANIUM,7806318.0,159900.0
S0017490,18/03/2019,,48.82,0.36,percent,Vanadium pentoxide,175.75199999999998,kilotonne,0.1,VANADIUM - TITANIUM,175751.99999999997,3599.9999999999995
S0017490,18/03/2019,,48.82,32.32,percent,Silica,15778.624,kilotonne,,VANADIUM - TITANIUM,15778624.0,323200.0
S0017490,18/03/2019,,48.82,21.45,percent,Iron,10.47189,million tonnes,,VANADIUM - TITANIUM,10471890.0,214500.0
S0017490,18/03/2019,,48.82,6.53,percent,Titanium dioxide,3.187946,million tonnes,,VANADIUM - TITANIUM,3187946.0,65300.0
S0017504,30/09/2000,,46.9,100.0,percent,Magnesite,46900.0,kilotonne,,MAGNESITE,46900000.0,1000000.0
S0018514,01/01/1955,13/03/2018,0.0247,15.97,percent,Iron,0.003945,million tonnes,,MANGANESE ORE,3944.9999999999995,159716.5991902834
S0018514,01/01/1955,13/03/2018,0.0247,38.66,percent,Manganese,9.54902,kilotonne,,MANGANESE ORE,9549.02,386600.0
S0018722,30/10/1999,07/12/1999,367.0,5.3,percent,Silica,19451.0,kilotonne,,IRON ORE,19451000.0,53000.0
S0018722,30/10/1999,07/12/1999,367.0,1.3,percent,Alumina,4.771,million tonnes,,IRON ORE,4771000.0,13000.0
S0018722,30/10/1999,07/12/1999,367.0,56.7,percent,Iron,208.089,million tonnes,,IRON ORE,208089000.0,567000.0
S0018722,30/10/1999,07/12/1999,367.0,11.9,percent,Loss on ignition,43.673,million tonnes,,IRON ORE,43673000.0,119000.0
S0018722,30/10/1999,07/12/1999,367.0,0.046,percent,Phosphorus,168.82,kilotonne,,IRON ORE,168820.0,460.0
S0018730,30/09/1999,26/11/2002,0.71,48.5,percent,Manganese,344.35,kilotonne,35.0,MANGANESE ORE,344350.0,485000.0
S0018731,24/12/1999,28/02/2003,1.398,12.5,percent,Zircon,174.75,kilotonne,,HEAVY MINERAL SANDS,174750.0,125000.0
S0018731,24/12/1999,28/02/2003,1.398,2.8,percent,Leucoxene,39.144,kilotonne,,HEAVY MINERAL SANDS,39144.0,28000.0
S0018731,24/12/1999,28/02/2003,1.398,62.8,percent,Ilmenite,877.944,kilotonne,,HEAVY MINERAL SANDS,877944.0,628000.0
S0018731,24/12/1999,28/02/2003,1.398,4.1,percent,Slimes,0.057,million tonnes,,HEAVY MINERAL SANDS,57000.0,40772.5321888412
S0018731,24/12/1999,28/02/2003,1.398,4.4,percent,Rutile,61.512,kilotonne,,HEAVY MINERAL SANDS,61512.0,44000.0
S0018731,24/12/1999,28/02/2003,1.398,100.0,percent,Heavy minerals,1398.0,kilotonne,,HEAVY MINERAL SANDS,1398000.0,1000000.0
S0018731,24/12/1999,28/02/2003,1.127,13.0,percent,Zircon,146.51,kilotonne,,HEAVY MINERAL SANDS,146510.0,130000.0
S0018731,24/12/1999,28/02/2003,1.127,4.1,percent,Slimes,0.046,million tonnes,,HEAVY MINERAL SANDS,46000.0,40816.32653061225
S0018731,24/12/1999,28/02/2003,1.127,2.7,percent,Leucoxene,30.429,kilotonne,,HEAVY MINERAL SANDS,30429.0,27000.0
S0018731,24/12/1999,28/02/2003,1.127,63.1,percent,Ilmenite,711.137,kilotonne,,HEAVY MINERAL SANDS,711137.0,631000.0
S0018731,24/12/1999,28/02/2003,1.127,100.0,percent,Heavy minerals,1127.0,kilotonne,2.0,HEAVY MINERAL SANDS,1127000.0,1000000.0
S0018731,24/12/1999,28/02/2003,1.127,4.5,percent,Rutile,50.715,kilotonne,,HEAVY MINERAL SANDS,50715.0,45000.0
S0018732,24/12/1999,28/02/2003,0.846,4.8,percent,Rutile,40.608,kilotonne,,HEAVY MINERAL SANDS,40608.0,48000.0
S0018732,24/12/1999,28/02/2003,0.846,2.6,percent,Leucoxene,21.996,kilotonne,,HEAVY MINERAL SANDS,21996.0,26000.0
S0018732,24/12/1999,28/02/2003,0.846,3.1,percent,Slimes,0.026,million tonnes,,HEAVY MINERAL SANDS,26000.0,30732.860520094564
S0018732,24/12/1999,28/02/2003,0.846,11.6,percent,Zircon,98.136,kilotonne,,HEAVY MINERAL SANDS,98136.0,116000.0
S0018732,24/12/1999,28/02/2003,0.846,100.0,percent,Heavy minerals,846.0,kilotonne,2.0,HEAVY MINERAL SANDS,846000.0,1000000.0
S0018732,24/12/1999,28/02/2003,0.846,58.6,percent,Ilmenite,495.756,kilotonne,,HEAVY MINERAL SANDS,495756.0,586000.0
S0018733,24/12/1999,28/02/2003,1.409,14.5,percent,Slimes,0.204,million tonnes,,HEAVY MINERAL SANDS,204000.0,144783.53442157558
S0018733,24/12/1999,28/02/2003,1.409,3.6,percent,Rutile,50.724,kilotonne,,HEAVY MINERAL SANDS,50724.0,36000.0
S0018733,24/12/1999,28/02/2003,1.409,12.2,percent,Zircon,171.898,kilotonne,,HEAVY MINERAL SANDS,171898.0,122000.0
S0018733,24/12/1999,28/02/2003,1.409,59.4,percent,Ilmenite,836.946,kilotonne,,HEAVY MINERAL SANDS,836946.0,594000.0
S0018733,24/12/1999,28/02/2003,1.409,2.9,percent,Leucoxene,40.861,kilotonne,,HEAVY MINERAL SANDS,40861.0,29000.0
S0018733,24/12/1999,28/02/2003,1.409,100.0,percent,Heavy minerals,1409.0,kilotonne,2.0,HEAVY MINERAL SANDS,1409000.0,1000000.0
S0018733,24/12/1999,28/02/2003,0.25,2.5,percent,Leucoxene,6.25,kilotonne,,HEAVY MINERAL SANDS,6250.0,25000.0
