,minedex_coords,minedex_site,wamex_lat,wamex_lon,distance
3705,"(-23.715655, 119.281652)",S0002505,-23.724492,119.289217,1.2461910697543088 km
3706,"(-23.715655, 119.281652)",S0002505,-23.718009,119.281377,0.2622190649286643 km
3707,"(-28.765087, 116.962407)",S0001256,-28.790084,116.988566,3.7683107295037583 km
3708,"(-28.744567, 116.945103)",S0001257,-28.790084,116.988566,6.592769704594606 km
3709,"(-28.765087, 116.962407)",S0002039,-28.790084,116.988566,3.7683107295037583 km
3710,"(-28.776882, 116.964949)",S0018874,-28.790084,116.988566,2.731040393405324 km
3711,"(-28.767751, 116.959301)",S0018875,-28.790084,116.988566,3.7805475254012415 km
3712,"(-28.74515, 116.943556)",S0019515,-28.790084,116.988566,6.642441171396093 km
3713,"(-28.774319, 116.963017)",S0020268,-28.790084,116.988566,3.045704347235975 km
3714,"(-28.769453, 116.960083)",S0020269,-28.790084,116.988566,3.600499160937607 km
3715,"(-28.775338, 116.95315)",S0020270,-28.790084,116.988566,3.8248420273041615 km
3716,"(-28.827388, 117.012276)",S0033008,-28.790084,116.988566,4.738256658914322 km
3717,"(-28.847024, 117.032666)",S0033009,-28.790084,116.988566,7.63907572753081 km
3718,"(-21.228789, 119.276288)",S0004433,-21.34099,119.280371,12.430202205903987 km
3719,"(-20.77564, 118.781097)",S0022306,-20.685246,118.837592,11.609552375604709 km
3720,"(-20.768925, 118.802339)",S0022810,-20.685246,118.837592,9.965529810140977 km
3721,"(-24.638213, 118.585512)",S0001538,-24.644475,118.631219,4.6791263911896435 km
3722,"(-24.638213, 118.585512)",S0001538,-24.641013,118.594504,0.9617544444696774 km
3723,"(-24.638213, 118.585512)",S0001538,-24.648089,118.612545,2.9473465268385315 km
3724,"(-24.638213, 118.585512)",S0001538,-24.663826,118.600001,3.1938244106782006 km
3725,"(-24.638213, 118.585512)",S0001538,-24.656081,118.616619,3.719468807348717 km
3726,"(-24.638213, 118.585512)",S0001538,-24.655805,118.616319,3.6775025310146954 km
3727,"(-24.638213, 118.585512)",S0001538,-24.622006,118.576553,2.0113679958709705 km
