,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
230247,742.0,0.34,93.6,14.7,0.003,288.5,0.026,0.52,-26.331476,120.591288
230248,,,8.8,,,12.1,0.045,0.75,-31.988118,122.411315
230249,,0.06,21.8,,0.001,38.0,0.026,0.73,-31.985422,122.421399
230288,8.0,0.005,6.4,18.2,0.001,2.0,0.007,0.18,-29.188543,124.896145
230289,9.0,0.02,6.9,21.2,0.002,7.4,0.021,0.2,-29.194222,124.893987
230290,3.0,0.01,9.0,21.0,0.001,1.7,0.007,0.11,-29.195607,124.895606
230990,24.0,0.025,16.0,17.0,0.0005,5.0,0.001,10.0,-21.924474,119.911777
230991,80.0,0.025,60.0,56.0,0.0005,25.0,0.16,10.0,-21.915417,119.874544
230992,40.0,0.025,70.0,61.0,0.0005,20.0,0.02,10.0,-21.915851,119.87346
230993,394.0,0.5,484.0,64.0,0.0005,120.0,0.04,10.0,-21.915605,119.874616
230994,542.0,0.025,222.0,65.0,0.002,50.0,0.04,10.0,-21.91586,119.87345
230995,32.0,0.025,26.0,26.0,0.0005,15.0,0.001,10.0,-21.915478,119.873152
230996,86.0,0.025,98.0,108.0,0.0005,20.0,0.02,10.0,-21.91499,119.873152
230997,58.0,0.025,32.0,55.0,0.0005,10.0,0.001,10.0,-21.911206,119.891281
230998,38.0,0.025,46.0,55.0,0.006,10.0,0.02,10.0,-22.95322,116.603672
230999,128.0,0.025,440.0,206.0,0.088,640.0,0.02,10.0,-22.962087,116.624654
231000,124.0,0.025,48.0,15.0,0.725,25.0,0.08,10.0,-23.065008,116.939182
231001,14.0,0.025,24.0,8.0,1.51,2.5,0.001,10.0,-23.065894,116.939835
231002,90.0,0.5,22.0,34.0,6.73,20.0,0.04,10.0,-23.065618,116.940028
231003,70.0,0.025,40.0,85.0,0.131,20.0,0.02,10.0,-23.065668,116.940019
231004,80.0,0.5,22.0,28.0,0.876,15.0,0.02,10.0,-23.065673,116.940071
231005,20.0,3.0,4.0,6.0,0.032,2.5,0.001,10.0,-23.061362,116.936209
231006,36.0,0.5,30.0,589.0,0.033,2.5,0.04,10.0,-22.967488,116.616737
231007,174.0,0.025,54.0,29.0,0.027,25.0,0.02,10.0,-23.066757,116.941257
231008,40.0,0.025,18.0,11.0,0.226,10.0,0.06,10.0,-23.066495,116.941034
231009,234.0,0.025,10.0,12.0,0.017,30.0,0.001,10.0,-23.059099,116.947699
231010,104.0,0.025,22.0,453.0,0.012,25.0,0.2,10.0,-22.974045,116.631298
231011,134.0,0.025,66.0,174.0,0.264,25.0,0.04,10.0,-23.066753,116.941255
231012,20.0,0.025,10.0,81.0,0.01,2.5,0.001,10.0,-23.083897,116.953475
231013,26.0,2.0,18.0,3920.0,2.34,2.5,0.001,10.0,-23.061519,116.932735
231014,36.0,0.025,10.0,18.0,0.003,5.0,0.08,10.0,-23.065709,116.940907
231015,8.0,0.025,16.0,59.0,0.012,2.5,0.001,10.0,-23.097617,116.963816
231016,50.0,0.025,44.0,210.0,0.012,20.0,0.02,10.0,-23.062413,116.931975
231017,30.0,0.025,34.0,774.0,0.015,10.0,0.001,10.0,-23.062445,116.932069
231018,390.0,3.0,38.0,11100.0,0.038,5.0,0.04,10.0,-22.963769,116.604915
231019,28.0,0.025,38.0,121.0,0.033,2.5,0.001,10.0,-22.963809,116.597503
231020,52.0,21.5,122.0,72200.0,1.37,2.5,0.3,10.0,-22.963893,116.596602
231021,30.0,1.5,58.0,3360.0,0.348,2.5,0.001,10.0,-22.961234,116.591947
231022,18.0,0.025,10.0,167.0,0.034,2.5,0.001,10.0,-23.054541,116.946645
231023,20.0,0.025,22.0,17.0,0.029,5.0,0.001,10.0,-23.053479,116.942764
231024,94.0,0.025,122.0,49.0,0.032,50.0,0.08,10.0,-23.035448,116.983293
231025,14.0,0.025,28.0,153.0,0.027,2.5,0.04,10.0,-23.075611,116.944343
231026,30.0,0.025,22.0,39.0,0.044,2.5,0.04,10.0,-23.075959,116.944259
231027,18.0,0.025,20.0,513.0,0.026,2.5,0.001,10.0,-23.077174,116.944426
231028,16.0,0.025,18.0,18.0,0.03,5.0,0.001,10.0,-23.077698,116.945214
231029,40.0,8.0,414000.0,23.0,0.054,2.5,3.04,10.0,-23.078439,116.945796
231030,30.0,0.025,52.0,179.0,0.05,15.0,0.001,10.0,-23.092949,116.953336
231031,34.0,0.025,72.0,188.0,0.039,15.0,0.001,10.0,-23.090895,116.981397
231032,18.0,0.025,8.0,36.0,0.027,2.5,0.001,10.0,-23.066141,116.949775
231033,22.0,0.5,10.0,43.0,50.6,2.5,0.001,10.0,-23.06654,116.941027
231034,70.0,0.5,566.0,26.0,0.025,40.0,0.001,10.0,-23.053083,116.90758
231035,74.0,0.025,26.0,17.0,0.012,20.0,0.04,10.0,-23.051711,116.909699
231036,16.0,0.025,28.0,61.0,0.011,5.0,0.001,10.0,-23.048835,116.911914
231037,10.0,0.5,4.0,9.0,0.074,2.5,0.001,10.0,-23.046239,116.914138
231038,92.0,0.025,68.0,23.0,0.207,20.0,0.04,10.0,-22.976516,116.662167
231039,48.0,0.025,58.0,54.0,0.056,5.0,0.02,10.0,-22.977076,116.661855
231040,48.0,0.025,210.0,9.0,0.05,15.0,0.001,10.0,-22.992973,116.634694
231041,58.0,0.025,4.0,15.0,0.032,10.0,0.001,10.0,-23.093128,116.962699
231042,54.0,0.025,48.0,40.0,0.043,20.0,0.04,10.0,-23.041102,116.911556
231043,72.0,0.5,116.0,343.0,0.131,15.0,0.001,10.0,-23.041052,116.911621
231044,80.0,0.025,2400.0,21.0,0.043,20.0,0.08,10.0,-23.045264,116.908038
231045,28.0,0.025,46.0,17.0,0.041,10.0,0.04,10.0,-22.975017,116.649743
231046,24.0,0.025,56.0,5.0,0.049,10.0,0.001,10.0,-22.981427,116.667023
231047,12.0,0.025,40.0,11.0,0.045,2.5,0.001,10.0,-22.983886,116.667775
231048,38.0,0.025,56.0,15.0,0.045,10.0,0.04,10.0,-22.987438,116.668503
231049,30.0,0.025,32.0,15.0,0.038,10.0,0.02,10.0,-22.989015,116.671115
231050,98.0,0.025,6.0,12.0,0.036,20.0,0.02,10.0,-22.989375,116.672464
231051,54.0,0.025,52.0,7.0,0.037,10.0,0.001,10.0,-22.991591,116.678424
231183,8.0,0.09,6.4,18.1,0.1,1.9,0.12,0.14,-20.157617,120.069467
231184,15.0,0.21,12.9,46.1,0.1,2.8,0.261,0.39,-20.17935,120.082817
231185,12.0,0.13,11.6,40.0,0.1,2.5,0.239,0.44,-20.179867,120.088817
231186,8.0,0.11,9.8,32.1,0.1,2.2,0.182,0.37,-20.18495,120.0958
231187,3.0,0.17,6.2,23.0,0.1,1.2,0.238,0.37,-20.18715,120.100233
231188,3.0,0.16,5.8,21.4,0.1,1.0,0.188,0.38,-20.190733,120.106083
231189,3.0,0.07,4.5,21.4,0.1,1.6,0.16,0.31,-20.201383,120.113533
231190,4.0,0.11,7.6,27.3,0.1,3.3,0.188,0.47,-20.3552,120.01125
231191,4.0,0.07,5.8,28.3,0.1,1.6,0.269,0.54,-20.360533,120.007517
231192,7.0,0.1,10.2,15.2,0.1,3.6,0.213,0.35,-20.359933,120.012633
232184,134.0,0.02,14.2,4.3,0.0005,51.1,0.122,0.93,-18.575539,127.526391
232185,73.0,0.52,108.0,258.0,0.001,26.6,0.043,0.22,-18.575539,127.526391
232186,123.0,0.05,78.8,9.9,0.0005,50.5,0.119,0.62,-18.572834,127.527077
232187,122.0,0.1,77.6,3.9,0.0005,51.1,0.134,0.43,-18.572787,127.526888
232188,163.0,0.01,3.4,6.5,0.0005,60.8,0.141,0.86,-18.56987,127.529376
232189,100.0,0.03,43.9,4.9,0.0005,40.5,0.124,0.29,-18.571411,127.530027
232190,102.0,0.02,106.0,3.4,0.0005,47.8,0.112,0.55,-18.566283,127.532913
232191,99.0,0.04,113.5,3.8,0.001,51.2,0.087,0.47,-18.538375,127.534477
232359,106.0,0.025,94.0,2.0,0.0005,50.0,0.08,10.0,-22.155422,119.60813
232360,164.0,0.025,72.0,2.0,0.0005,45.0,0.08,10.0,-22.151524,119.609076
232361,8.0,0.025,14.0,1.0,0.0005,2.5,0.001,10.0,-22.154969,119.61383
232362,12.0,0.025,16.0,5.0,0.0005,5.0,0.001,10.0,-22.156184,119.611275
232381,70.0,0.025,8.0,50.0,0.0005,2.5,0.94,10.0,-21.897554,119.365516
232382,110.0,0.025,6.0,24.0,0.0005,10.0,0.04,10.0,-21.977593,119.173212
232383,68.0,0.025,26.0,43.0,0.0005,2.5,0.02,10.0,-21.975709,119.172264
232384,28.0,0.025,38.0,237.0,0.0005,5.0,0.001,10.0,-21.952633,119.169193
232385,54.0,0.025,6.0,23.0,0.0005,2.5,0.08,10.0,-21.911489,119.407023
232386,12.0,0.025,4.0,6.0,0.0005,2.5,0.001,10.0,-21.978477,119.174678
232387,14.0,0.025,4.0,0.5,0.0005,5.0,0.001,10.0,-21.97694,119.17479
232388,20.0,0.025,8.0,19.0,0.0005,2.5,0.02,10.0,-21.906953,119.389938
232389,606.0,0.025,6.0,1.0,0.004,15.0,0.06,10.0,-21.899552,119.358428
232390,422.0,0.025,272.0,56.0,0.0005,85.0,0.02,10.0,-21.89847,119.358294
232391,96.0,0.025,10.0,3.0,0.0005,35.0,0.06,10.0,-21.951912,119.169133
232392,126.0,0.025,58.0,3.0,0.0005,60.0,0.06,10.0,-20.871677,118.690168
232393,10.0,0.5,4.0,6.0,0.001,5.0,0.02,20.0,-25.574735,117.242255
232394,52.0,0.5,36.0,4.0,0.001,5.0,0.04,20.0,-25.568857,117.236369
232395,258.0,0.5,56.0,11.0,0.002,20.0,0.18,20.0,-25.615398,117.219479
232396,120.0,0.5,2.0,8.0,0.001,20.0,0.28,20.0,-25.641027,117.098678
232397,16.0,0.5,6.0,39.0,0.002,5.0,0.02,20.0,-25.644415,117.109047
232398,10.0,0.5,2.0,6.0,0.001,5.0,0.02,20.0,-25.642615,117.099758
232399,10.0,0.5,10.0,83.0,0.002,5.0,0.02,20.0,-25.552597,117.353125
232400,152.0,0.5,176.0,6.0,0.002,65.0,0.12,20.0,-25.556218,117.353489
232401,6.0,1.0,2.0,3.0,0.001,5.0,0.02,20.0,-25.589658,117.247277
232402,70.0,0.5,32.0,3.0,0.001,5.0,0.02,20.0,-25.609008,117.228939
232403,40.0,0.5,52.0,3.0,0.001,10.0,0.02,20.0,-25.581171,117.254436
232404,14.0,1.0,22.0,5.0,0.002,5.0,0.02,20.0,-25.611049,117.225843
232405,78.0,0.5,110.0,6.0,0.002,20.0,0.06,20.0,-25.618201,117.119624
232406,98.0,0.5,116.0,4.0,0.002,90.0,0.04,20.0,-25.560154,117.351759
232407,12.0,0.5,4.0,18.0,0.001,5.0,0.02,20.0,-25.559427,117.350105
232408,14.0,0.5,12.0,23.0,0.002,5.0,0.02,20.0,-25.56103,117.353931
232409,8.0,0.5,2.0,5.0,0.001,5.0,0.02,20.0,-25.645437,117.106109
232410,256.0,0.5,18.0,13.0,0.001,20.0,0.02,20.0,-25.628468,117.101334
232411,164.0,0.5,10.0,7.0,0.002,15.0,0.02,20.0,-25.625619,117.101008
232412,10.0,0.5,4.0,2.0,0.001,5.0,0.02,20.0,-25.628535,117.102261
232413,10.0,0.5,8.0,2.0,0.001,5.0,0.02,20.0,-25.458403,117.377904
232414,14.0,0.5,2.0,2.0,0.001,5.0,0.02,20.0,-25.489977,117.387023
232415,20.0,0.5,2.0,2.0,0.002,5.0,0.02,20.0,-25.474905,117.383648
232416,40.0,0.5,18.0,2.0,0.002,10.0,0.02,20.0,-25.607902,117.059603
232417,48.0,0.5,66.0,25.0,0.002,10.0,0.02,20.0,-25.607366,117.056218
232418,44.0,0.5,20.0,6.0,0.002,5.0,0.02,20.0,-25.605682,117.066134
232419,16.0,0.5,2.0,1.0,0.001,5.0,0.02,20.0,-25.463579,117.385875
232420,10.0,0.5,8.0,19.0,0.001,5.0,0.02,20.0,-25.712668,117.133513
232421,10.0,0.5,2.0,15.0,0.001,5.0,0.02,20.0,-25.730768,117.129804
232422,30.0,0.5,42.0,33.0,0.001,5.0,0.04,20.0,-25.747562,117.121337
232423,4.0,0.5,10.0,1.0,0.001,5.0,0.02,20.0,-25.753178,117.110364
233386,449.0,0.9,79.0,53.0,0.0005,,0.005,3.4,-22.925593,114.247421
233387,418.0,0.8,69.0,42.0,0.0005,,0.005,3.2,-22.925593,114.247421
233388,419.0,1.0,108.0,36.0,0.0005,,0.005,3.2,-22.925593,114.247421
233389,430.0,0.8,62.0,41.0,0.0005,,0.005,3.5,-22.920237,114.261825
233390,343.0,0.6,47.0,29.0,0.0005,,0.005,3.8,-22.920237,114.261825
233391,437.0,0.4,65.0,32.0,0.0005,,0.005,2.3,-22.91677,114.274903
233392,341.0,0.4,47.0,20.0,0.0005,,0.005,2.0,-22.91677,114.274903
233393,281.0,0.7,47.0,27.0,0.0005,,0.005,3.7,-22.917085,114.26332
233394,372.0,0.6,73.0,33.0,0.0005,,0.005,4.5,-22.917085,114.26332
233395,325.0,9.1,97.0,32.0,0.002,,0.02,3.7,-22.991313,114.138012
233396,154.0,0.6,38.0,42.0,0.0005,,0.005,2.6,-22.919547,114.128337
233397,183.0,0.4,30.0,44.0,0.0005,,0.005,2.2,-22.916829,114.126241
233398,299.0,0.3,36.0,52.0,0.0005,,0.005,2.5,-22.920874,114.138326
233399,31.0,2.6,13.0,9.0,0.003,,0.005,2.3,-22.82298,114.177669
233400,99.0,0.7,24.0,10.0,0.001,,0.005,2.8,-22.829126,114.180678
234001,27.0,0.08,46.5,2.3,0.163,11.6,0.027,0.13,-22.701742,116.249684
234002,12.0,0.04,12.8,1.1,0.047,3.6,0.01,0.06,-22.701668,116.24947
234003,5.0,0.02,26.7,2.3,0.223,2.1,0.007,0.025,-22.701122,116.248509
234004,183.0,0.51,64.9,18.4,0.222,18.7,0.018,0.21,-22.700091,116.246461
234005,139.0,0.39,84.4,9.9,0.6,9.5,0.01,0.17,-22.699965,116.246529
234006,168.0,0.41,169.0,7.1,1.7,23.0,0.023,0.21,-22.699664,116.245947
234007,131.0,0.17,45.7,29.9,0.027,14.2,0.014,0.21,-22.69932,116.245608
234008,13.0,0.03,30.1,1.6,0.117,2.2,0.0025,0.05,-22.69744,116.243652
234009,6.0,0.04,18.6,1.1,0.014,1.8,0.007,0.07,-22.699918,116.24801
234010,9.0,0.04,19.8,1.6,0.024,1.8,0.008,0.08,-22.699646,116.247787
234011,5.0,0.14,80.0,8.5,2.71,1.8,0.0025,0.08,-22.698862,116.24638
234012,212.0,0.53,24.3,579.0,0.836,13.2,0.012,0.17,-22.71087,116.258456
234013,3.0,0.03,9.0,5.9,2.01,1.1,0.0025,0.025,-22.713033,116.259281
234014,13.0,0.02,14.0,11.9,0.056,1.8,0.0025,0.05,-22.71244,116.260132
234015,5.0,0.03,18.0,11.9,0.075,1.6,0.0025,0.025,-22.698889,116.246253
234016,5.0,0.2,51.6,3.3,1.35,1.3,0.0025,0.06,-22.698962,116.24634
234017,43.0,0.11,44.7,2.5,0.008,8.7,0.0025,0.07,-22.750127,116.338381
234018,1.0,0.05,15.2,1.9,0.011,4.0,0.012,0.05,-22.736871,116.326563
234019,9.0,0.56,228.0,39.3,0.112,22.1,0.197,0.17,-22.736596,116.325542
234020,125.0,0.23,37.9,10.3,3.48,13.1,0.007,0.29,-22.696246,116.239472
234021,125.0,0.14,200.0,12.1,0.293,10.9,0.01,0.21,-22.694519,116.239121
234022,15.0,0.64,106.0,4.8,7.3,3.9,0.016,0.11,-22.694114,116.239279
235453,72.0,0.16,24.9,11.4,0.004,19.7,0.026,0.66,-27.42803,119.571913
235454,208.0,0.82,788.0,70.2,0.005,9.4,0.803,4.83,-27.428918,119.572186
235455,31.0,0.21,69.6,13.4,0.002,26.4,0.334,1.78,-27.430623,119.582924
235456,495.0,0.08,84.0,16.0,0.5,43.6,0.053,0.99,-27.429064,119.583798
235457,222.0,0.19,305.0,9.0,0.5,33.4,0.283,1.16,-27.427072,119.583671
235458,113.0,0.12,95.9,4.0,0.5,48.5,0.031,0.96,-27.424149,119.584604
235459,504.0,0.09,609.0,56.6,0.5,13.8,0.332,1.59,-27.429924,119.571936
235460,22.0,0.25,63.1,4.9,0.133,5.9,0.031,0.5,-27.428617,119.567457
235461,3.0,0.18,24.3,1.8,0.218,1.8,0.5,0.08,-27.4286,119.567426
235484,150.0,0.15,27.0,5.5,0.0015999999,16.8,0.05,0.18,-24.723599,116.347412
235485,32.0,0.1,22.0,22.0,0.0028,9.6,0.05,0.05,-24.723594,116.346423
235486,0.8,0.1,8.5,29.0,0.0012,2.0,0.05,0.14,-24.72359,116.345434
235487,62.0,0.15,9.5,33.0,0.001,12.0,0.05,0.87,-24.723586,116.344445
235488,34.0,0.15,23.0,28.0,0.0014,13.2,0.05,0.77,-24.723581,116.343457
235489,63.0,0.15,5.5,39.0,0.0014,9.8,0.05,0.74,-24.723577,116.342468
235490,3.8,0.1,7.0,15.0,0.0006,2.9,0.05,0.22,-24.723573,116.341479
235491,16.0,0.1,3.2,23.0,0.0012,2.5,0.05,0.14,-24.723568,116.340491
235492,195.0,0.1,5.5,7.0,0.0022,33.0,0.12,0.29,-24.723564,116.339502
235493,135.0,0.1,86.0,5.0,0.0018,41.0,0.15,0.14,-24.72356,116.338513
235494,8.0,0.05,3.8,4.5,9.9999995e-05,2.2,0.13,0.28,-24.723555,116.337524
235495,45.0,0.05,6.5,53.0,0.0012,9.9,0.05,0.85,-24.723551,116.336536
235496,83.0,0.15,5.5,43.0,0.0006,10.9,0.05,0.54,-24.723547,116.335547
235497,6.0,0.1,3.2,7.5,0.0014,5.3,0.05,0.76,-24.723542,116.334558
235498,31.0,0.15,23.0,29.0,0.00079999995,7.1,0.05,0.51,-24.723538,116.33357
235499,37.0,0.025,20.0,0.25,0.0022,5.2,0.05,0.05,-24.719926,116.333589
235500,6.5,0.05,2.0,10.0,0.00079999995,1.3,0.17,0.16,-24.719928,116.334083
235501,14.5,0.1,4.8,9.0,0.0015999999,4.1,0.05,0.05,-24.71993,116.334577
235502,13.5,0.1,4.8,9.5,0.00039999998,3.8,0.05,0.05,-24.719932,116.335072
235503,23.0,0.1,5.0,12.5,0.00079999995,6.5,0.05,0.05,-24.719934,116.335566
235504,1.6,0.025,2.6,0.25,9.9999995e-05,1.4,0.05,0.05,-24.719936,116.33606
235505,29.0,0.1,17.0,16.0,0.001,8.0,0.05,0.12,-24.719939,116.336555
235506,14.0,0.1,13.0,28.0,0.00079999995,7.4,0.05,0.05,-24.719941,116.337049
235507,1.6,0.025,4.2,2.0,9.9999995e-05,1.2,0.05,0.36,-24.719943,116.337544
235508,19.0,0.025,3.0,0.5,0.00039999998,1.7,0.05,0.05,-24.719945,116.338038
235509,36.0,0.1,23.0,24.0,0.00079999995,8.0,0.05,0.6,-24.719947,116.338532
235510,20.0,0.1,16.0,29.0,0.00039999998,7.8,0.05,0.12,-24.71995,116.339027
235511,0.1,0.025,3.4,1.0,9.9999995e-05,1.1,0.05,0.05,-24.719952,116.339521
235512,100.0,0.15,51.0,22.0,0.001,24.0,0.05,0.05,-24.719954,116.340015
235513,32.0,0.15,46.0,2.0,0.0018,12.0,0.05,0.05,-24.719956,116.34051
235514,35.0,0.1,5.0,18.0,0.00079999995,7.7,0.05,0.05,-24.719958,116.341004
235515,260.0,0.15,6.5,51.0,0.0012,9.0,0.05,0.18,-24.71996,116.341498
235516,17.0,0.15,10.0,41.0,0.0012,3.9,0.05,0.05,-24.715366,116.323726
235517,21.0,0.2,22.0,2.5,0.001,5.6,0.05,0.05,-24.715368,116.324221
235518,78.0,0.1,17.0,25.0,0.00039999998,6.5,0.05,0.05,-24.71537,116.324715
235519,54.0,0.15,12.0,44.0,0.0006,7.0,0.05,0.05,-24.715373,116.325209
235520,52.0,0.15,22.0,40.0,0.0012,9.9,0.05,0.05,-24.715375,116.325704
235521,55.0,0.15,29.0,27.0,0.0018,11.5,0.05,0.37,-24.715377,116.326198
235522,155.0,0.15,22.0,22.0,0.0015999999,9.5,0.05,0.05,-24.715379,116.326692
235523,21.0,0.1,7.0,20.0,0.0006,4.3,0.05,0.29,-24.715381,116.327187
235524,31.0,0.15,21.0,25.0,0.0014,7.6,0.05,0.71,-24.715384,116.327681
235525,24.0,0.1,21.0,34.0,0.0018,10.0,0.05,0.31,-24.715386,116.328175
235526,28.0,0.15,17.0,24.0,0.0014,6.4,0.05,0.15,-24.715388,116.32867
235527,48.0,0.2,24.0,24.0,0.0014,10.6,0.05,0.14,-24.71539,116.329164
235528,50.0,0.1,10.0,53.0,0.0022,5.2,0.05,0.05,-24.715392,116.329658
235529,47.0,0.15,21.0,24.0,0.0014,10.1,0.05,0.05,-24.715395,116.330153
235530,35.0,0.15,21.0,24.0,0.0034,9.6,0.05,0.11,-24.715397,116.330647
235531,15.0,0.15,18.0,34.0,0.0028,5.8,0.12,0.05,-24.715399,116.331141
235532,22.0,0.15,22.0,70.0,0.003,9.3,0.1,0.5,-24.715401,116.331635
235533,22.0,0.1,25.0,44.0,0.0024,6.8,0.05,0.12,-24.715404,116.33213
235534,61.0,0.15,42.0,26.0,0.0022,5.5,0.05,0.91,-24.715406,116.332624
235535,68.0,0.2,41.0,27.0,0.0022,8.7,0.05,1.0,-24.715408,116.333118
235536,7.0,0.1,11.5,63.0,0.00079999995,5.3,0.05,0.29,-24.71541,116.333613
235537,75.0,0.2,9.0,10.5,0.0014,10.7,0.05,0.23,-24.715412,116.334107
235538,29.0,0.3,4.6,50.0,0.0015999999,5.3,0.05,0.05,-24.715414,116.334601
235539,14.5,0.15,15.0,39.0,0.0012,2.9,0.05,0.11,-24.715417,116.335096
235540,69.0,0.15,9.5,13.5,0.0012,16.5,0.11,0.99,-24.715419,116.33559
235541,9.0,0.1,5.5,3.0,0.0006,4.8,0.05,0.16,-24.715421,116.336084
235542,39.0,0.2,23.0,32.0,0.0018,7.4,0.05,1.07,-24.715423,116.336579
235543,30.0,0.15,18.0,32.0,0.0034,4.0,0.05,0.61,-24.715425,116.337073
235544,8.5,0.1,15.0,14.0,0.0015999999,4.1,0.05,0.3,-24.715428,116.337567
235545,13.5,0.2,17.5,23.0,0.0022,4.9,0.05,0.05,-24.71543,116.338062
235546,5.0,0.1,1.8,2.5,0.00019999999,1.6,0.13,0.05,-24.715432,116.338556
235547,13.0,0.25,5.0,11.0,0.0015999999,4.2,0.05,0.14,-24.715434,116.33905
235548,13.0,0.1,17.0,7.0,0.0012,3.5,0.05,0.62,-24.715436,116.339545
235549,52.0,0.05,8.5,22.0,0.0012,8.4,0.05,0.89,-24.715439,116.340039
235550,52.0,0.15,15.0,50.0,0.0015999999,7.9,0.05,0.44,-24.715441,116.340533
235551,54.0,0.1,6.0,49.0,0.001,6.9,0.05,0.88,-24.715443,116.341028
235552,50.0,0.1,13.5,6.0,0.0014,9.2,0.05,0.61,-24.715445,116.341522
235553,35.0,0.1,5.0,14.0,0.001,8.2,0.05,0.74,-24.715447,116.342016
235554,105.0,0.1,24.0,23.0,0.0031999998,4.6,0.05,0.05,-24.715449,116.342511
235555,29.0,0.15,34.0,25.0,0.0022,3.6,0.05,0.05,-24.715452,116.343005
235556,110.0,0.1,14.0,15.0,0.0006,19.2,0.05,0.14,-24.715454,116.343499
235557,17.5,0.1,16.0,30.0,0.0012,2.8,0.05,0.12,-24.715456,116.343994
235558,82.0,0.2,9.0,9.5,0.00079999995,24.0,0.05,0.16,-24.715458,116.344488
235559,7.5,0.1,8.0,13.5,0.001,2.3,0.05,0.05,-24.71546,116.344982
235560,8.0,0.05,4.0,26.0,0.0006,2.5,0.05,0.16,-24.715462,116.345477
235561,64.0,0.15,14.0,39.0,0.0014,12.2,0.05,0.12,-24.715464,116.345971
235562,30.0,0.1,62.0,35.0,0.0018,6.9,0.05,0.05,-24.715467,116.346465
235563,22.0,0.05,75.0,32.0,0.00039999998,2.2,0.05,0.14,-24.715469,116.34696
235564,57.0,0.15,23.0,24.0,0.001,10.3,0.05,0.05,-24.715471,116.347454
235565,24.0,0.1,3.0,52.0,0.0012,2.1,0.05,0.18,-24.711727,116.317814
235566,20.0,0.1,5.5,8.0,0.0057999997,4.8,0.05,0.05,-24.711731,116.318803
235567,4.0,0.025,0.1,39.0,0.00079999995,0.6,0.05,0.11,-24.711736,116.319791
235568,21.0,0.2,8.0,5.0,0.001,6.1,0.05,0.05,-24.71174,116.32078
235569,74.0,0.15,15.0,34.0,0.001,10.4,0.05,0.05,-24.711745,116.321769
235570,81.0,0.1,19.0,36.0,0.0006,5.2,0.05,0.13,-24.711749,116.322757
235571,62.0,0.1,16.0,32.0,0.0014,9.6,0.05,0.14,-24.711754,116.323746
235572,105.0,0.1,14.0,40.0,0.00079999995,10.4,0.05,0.12,-24.711758,116.324734
235573,105.0,0.15,23.0,32.0,0.001,21.0,0.05,0.05,-24.711762,116.325723
235574,210.0,0.2,7.0,13.0,0.0012,2.2,0.05,0.05,-24.711767,116.326712
235575,1.6,0.025,0.1,50.0,9.9999995e-05,1.0,0.05,0.32,-24.711771,116.3277
235576,39.0,0.15,2.2,35.0,0.00039999998,7.0,0.05,0.16,-24.711776,116.328689
235577,34.0,0.05,3.2,37.0,0.00079999995,3.9,0.05,0.17,-24.71178,116.329678
235578,20.0,0.15,16.5,37.0,0.00079999995,4.6,0.05,0.05,-24.711785,116.330666
235579,14.0,0.1,5.5,43.0,0.001,3.3,0.05,0.05,-24.711789,116.331655
235580,45.0,0.1,12.0,44.0,0.00079999995,6.4,0.05,0.13,-24.711793,116.332643
235581,40.0,0.15,10.5,46.0,0.0012,6.9,0.05,0.13,-24.711798,116.333632
235582,47.0,0.1,6.0,22.0,0.0012,14.8,0.05,0.16,-24.711802,116.334621
235583,38.0,0.2,6.5,21.0,0.001,5.0,0.05,0.16,-24.711807,116.335609
235584,41.0,0.15,5.5,5.5,0.0012,13.0,0.05,0.16,-24.711811,116.336598
235585,11.5,0.1,1.2,5.5,0.00019999999,4.6,0.17,0.11,-24.711813,116.337092
235586,12.0,0.2,4.8,15.0,0.001,5.9,0.05,0.19,-24.711815,116.337587
235587,22.0,0.05,2.2,4.5,0.0012,2.4,0.14,0.13,-24.71182,116.338575
235588,1.8,0.05,2.2,14.0,9.9999995e-05,2.3,0.05,0.17,-24.711824,116.339564
235589,52.0,0.2,6.5,28.0,0.00079999995,7.1,0.05,0.13,-24.711828,116.340552
235590,15.0,0.3,19.5,12.5,0.0036,4.5,0.05,0.3,-24.711833,116.341541
235591,22.0,0.25,26.0,27.0,0.0026,4.3,0.05,0.53,-24.711837,116.34253
235592,2.0,0.025,15.0,110.0,0.0006,1.2,0.05,0.61,-24.711841,116.343518
235593,11.5,0.1,24.0,56.0,0.0014,2.6,0.05,1.23,-24.711846,116.344507
235594,51.0,0.2,15.5,41.0,0.00079999995,12.0,0.05,1.07,-24.71185,116.345496
235595,7.0,0.15,12.0,50.0,0.0012,2.8,0.05,1.44,-24.711854,116.346484
235596,115.0,0.1,16.5,16.5,0.0026,19.9,0.05,0.79,-24.711859,116.347473
235597,8.0,0.05,5.0,50.0,0.0014,1.6,0.05,0.28,-24.711863,116.348461
235598,11.0,0.1,36.0,5.0,0.00019999999,2.2,0.05,0.18,-24.711867,116.34945
235599,27.0,0.1,43.0,25.0,0.0031999998,26.0,0.05,0.47,-24.711871,116.350439
235600,14.0,0.1,15.0,56.0,0.0015999999,3.6,0.05,0.97,-24.711876,116.351427
235601,4.2,0.025,14.0,150.0,0.0012,3.8,0.05,2.07,-24.71188,116.352416
235602,5.0,0.05,11.5,65.0,0.0018,3.3,0.05,0.66,-24.711884,116.353405
235603,35.0,0.2,22.0,28.0,0.0014,6.0,0.05,0.78,-24.711889,116.354393
